MEAN_PM25_AVG,GEOID,Median_age,Median_age___Male,Median_age___Female,Estimate__Total,area1,percent1,area4,percent4,MEAN_gridcode,,Less_than__10_000,F_10_000_to__14_999,F_15_000_to__19_999,F_20_000_to__24_999,F_25_000_to__29_999,F_30_000_to__34_999,F_35_000_to__39_999,F_40_000_to__44_999,F_45_000_to__49_999,F_50_000_to__59_999,F_60_000_to__74_999,F_75_000_to__99_999,F_100_000_to__124_999,F_125_000_to__149_999,F_150_000_to__199_999,F_200_000_or_more,No_schooling_completed,Nursery_school,Kindergarten,F1st_grade,F2nd_grade,F3rd_grade,F4th_grade,F5th_grade,F6th_grade,F7th_grade,F8th_grade,F9th_grade,F10th_grade,F11th_grade,F12th_grade__no_diploma,Regular_high_school_diploma,GED_or_alternative_credential,Some_college__less_than_1_year,Some_college__1_or_more_years__no_degree,Associate_s_degree,Bachelor_s_degree,Master_s_degree,Professional_school_degree,Doctorate_degree,Hispanic_or_Latino,White_alone,Black_or_African_American_alone,American_Indian_and_Alaska_Native_alone,Asian_alone,Native_Hawaiian_and_Other_Pacific_Islander_alone,Other
7.847260417,261635055001.00,41.9,42,39.9,667,184761.4746,12.85756496,25136.45958,1.749248119,17369847.33,,0.196969697,0.075757576,0.03030303,0.217171717,0.060606061,0.106060606,0,0.080808081,0.045454545,0,0.131313131,0.025252525,0,0.03030303,0,0,0.011605416,0,0,0,0,0,0.00967118,0.005802708,0,0,0,0.023210832,0.058027079,0.023210832,0,0.247582205,0.19729207,0.048355899,0.253384913,0.052224371,0.069632495,0,0,0,0.007496252,0.065967016,0.889055472,0.019490255,0.017991004,0,0.014992504
7.847260417,261635055002.00,38.9,34,50.2,495,131604.2581,28.10262704,7805.774903,1.6668365,20016526.04,,0.270588235,0.1,0.064705882,0.135294118,0.088235294,0.064705882,0,0.076470588,0,0,0.164705882,0.035294118,0,0,0,0,0.018987342,0,0,0,0,0,0,0,0.025316456,0,0,0,0.034810127,0.129746835,0.053797468,0.259493671,0.060126582,0.034810127,0.256329114,0.07278481,0.034810127,0.018987342,0,0,0,0.016161616,0.983838384,0,0,0,0
8.178495,261635061001.00,28.4,18.6,38.1,1230,64117.57451,21.01676919,3276.343538,1.073935757,9164308.448,,0.150395778,0.013192612,0.081794195,0.092348285,0.131926121,0.110817942,0.013192612,0.015831135,0.029023747,0.07651715,0.073878628,0.192612137,0,0,0.018469657,0,0.018309859,0,0,0,0,0,0,0,0,0.002816901,0,0,0.009859155,0.053521127,0.046478873,0.36056338,0.038028169,0.11971831,0.102816901,0.15915493,0.077464789,0.011267606,0,0,0,0.055284553,0.944715447,0,0,0,0
8.178495,261635061002.00,29.8,29.3,30.3,784,106086.9252,17.17935082,7129.046552,1.154453214,5609405.894,,0.29512894,0.017191977,0.097421203,0.094555874,0.091690544,0.05730659,0.020057307,0.108882521,0,0.106017192,0.014326648,0.06017192,0.011461318,0.025787966,0,0,0.01511879,0,0,0,0,0,0,0,0,0,0.012958963,0,0.062634989,0.025917927,0.03887689,0.377969762,0.032397408,0.101511879,0.183585313,0.140388769,0.008639309,0,0,0,0.086734694,0.079081633,0.854591837,0.031887755,0.016581633,0,0.035714286
8.178495,261635062001.00,27.1,25,27.8,1233,32437.86178,11.20547667,5045.245456,1.74285163,5253196.48,,0.111716621,0.013623978,0.068119891,0.076294278,0.013623978,0.089918256,0.084468665,0,0,0.103542234,0.302452316,0.032697548,0.010899183,0.013623978,0.024523161,0.054495913,0,0,0,0,0,0.008608321,0,0,0,0,0,0,0.065997131,0.021520803,0.022955524,0.474892396,0.055954089,0.025824964,0.182209469,0.058823529,0.027259684,0.055954089,0,0,0,0.00973236,0.99026764,0,0,0,0
8.178495,261635062002.00,43.8,30.9,50.4,741,48254.19115,6.953063211,3465.705175,0.499381848,3300050.865,,0.18627451,0.202614379,0.156862745,0.029411765,0.052287582,0.104575163,0.058823529,0.081699346,0,0,0.04248366,0,0.055555556,0.029411765,0,0,0.028455285,0,0,0,0,0,0,0,0,0,0,0.012195122,0.06504065,0.12601626,0.022357724,0.245934959,0.158536585,0.004065041,0.164634146,0.097560976,0.036585366,0.038617886,0,0,0,0.068825911,0.924426451,0,0,0,0.013495277
8.178495,261635063001.00,38.5,48.3,34.8,477,74138.25346,26.89595583,1567.755431,0.568752012,4308816.905,,0.175,0,0.13125,0.075,0,0.04375,0.05625,0.20625,0.075,0,0,0.04375,0.1375,0,0.05625,0,0.015015015,0,0,0,0,0,0,0,0.003003003,0,0.042042042,0.024024024,0.054054054,0.081081081,0,0.234234234,0.168168168,0.042042042,0.126126126,0.114114114,0.096096096,0,0,0,0,0.01048218,0.98951782,0,0,0,0
8.178495,261635063002.00,39.2,33.4,44,570,97620.27323,14.00314857,15919.23072,2.283535433,2531529.5,,0.098039216,0.078431373,0.142156863,0.117647059,0,0.156862745,0.196078431,0.053921569,0,0.053921569,0,0.039215686,0.06372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04815864,0.099150142,0.056657224,0.331444759,0.016997167,0.019830028,0.203966006,0.155807365,0.067988669,0,0,0,0.007017544,0.063157895,0.915789474,0,0,0,0.021052632
8.178495,261635063003.00,46.8,42.5,54.1,745,83601.47227,8.628120653,3852.696733,0.397618981,6268319.414,,0.175757576,0.160606061,0.057575758,0.084848485,0.096969697,0.012121212,0.042424242,0.042424242,0.021212121,0.087878788,0.103030303,0.115151515,0,0,0,0,0.038961039,0,0,0,0,0,0,0,0,0.011363636,0,0.022727273,0.024350649,0.006493506,0.079545455,0.256493506,0.152597403,0.071428571,0.193181818,0.077922078,0.051948052,0.012987013,0,0,0,0.017449664,0.958389262,0,0,0,0.048322148
8.178495,261635064001.00,33,38.6,32.7,376,162474.0647,25.71070475,8600.22349,1.360942175,8728755.323,,0.364341085,0,0,0.062015504,0.124031008,0.100775194,0,0,0.046511628,0,0,0,0.302325581,0,0,0,0.028225806,0,0,0,0,0,0,0,0.004032258,0,0,0.028225806,0.052419355,0.10483871,0.008064516,0.27016129,0.004032258,0.048387097,0.282258065,0.100806452,0.068548387,0,0,0,0.284574468,0.034574468,0.965425532,0,0,0,0
8.178495,261635064002.00,24.9,32.2,24.7,514,107850.6067,21.79238182,14399.9995,2.90967568,5503305.649,,0.198717949,0.134615385,0.038461538,0.096153846,0.044871795,0.038461538,0,0.102564103,0.205128205,0,0.141025641,0,0,0,0,0,0.02745098,0,0,0,0,0,0,0,0,0,0.02745098,0.129411765,0,0.02745098,0,0.290196078,0.058823529,0.078431373,0.145098039,0.133333333,0.082352941,0,0,0,0,0.048638132,0.910505837,0,0,0,0.081712062
8.178495,261635064003.00,38,38,33.5,1125,46757.47155,6.701144519,1592.322974,0.228207087,2878741.521,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.068767908,0,0,0,0,0,0,0,0,0.024832856,0.008595989,0.012416428,0.040114613,0.0582617,0.008595989,0.148997135,0.369627507,0.136580707,0.105062082,0.004775549,0.011461318,0,0,0.00191022,0.047111111,0.446222222,0.499555556,0.004444444,0.003555556,0,0.092444444
8.178495,261635065001.00,31.3,26.9,53.2,510,94696.258,29.29786266,5404.703181,1.672148983,4516513.417,,0.118421053,0.039473684,0.046052632,0.131578947,0,0.065789474,0.072368421,0.026315789,0.177631579,0.046052632,0.131578947,0.072368421,0.072368421,0,0,0,0.032085561,0,0,0,0,0,0,0,0,0,0.042780749,0,0,0.176470588,0.042780749,0.318181818,0.120320856,0.045454545,0.112299465,0,0.109625668,0,0,0,0.064705882,0,1,0,0,0,0
8.178495,261635065002.00,38.4,32.8,41.9,806,126244.3051,34.93103567,10187.84671,2.818915566,3780153.88,,0.261589404,0.059602649,0.132450331,0,0.178807947,0.092715232,0.066225166,0.016556291,0,0.066225166,0.026490066,0.009933775,0.069536424,0,0,0.01986755,0,0,0,0,0,0,0,0,0,0,0,0.051236749,0.072438163,0.187279152,0.021201413,0.367491166,0.030035336,0.021201413,0.159010601,0.067137809,0.010600707,0.012367491,0,0,0,0,1,0,0,0,0
8.178495,261635065003.00,30.7,30.7,30.7,825,108556.8452,40.01091417,3276.344464,1.207565832,2778164.833,,0.096774194,0.177419355,0.103225806,0,0.048387097,0.119354839,0.138709677,0,0.048387097,0.064516129,0.038709677,0.074193548,0.032258065,0.058064516,0,0,0,0,0,0,0,0.04494382,0,0,0,0,0,0.011235955,0.031835206,0,0.02247191,0.237827715,0.101123596,0,0.389513109,0.06741573,0.093632959,0,0,0,0.015757576,0.021818182,0.978181818,0,0,0,0
8.178495,261635066001.00,39.2,27.5,41.9,682,101268.1992,39.13038286,2052.687689,0.793165631,2656925,,0.284172662,0.172661871,0.18705036,0.025179856,0.053956835,0,0.18705036,0,0,0.079136691,0,0,0,0,0.010791367,0,0.039719626,0,0,0,0,0,0,0,0,0,0.102803738,0,0.01635514,0.060747664,0,0.228971963,0.200934579,0.018691589,0.179906542,0.151869159,0,0,0,0,0.004398827,0.019061584,0.980938416,0,0,0,0
8.178495,261635066002.00,34,31.7,34.3,1317,142530.6384,31.69620231,7552.009564,1.679428548,2979121.64,,0.065637066,0.1003861,0,0.096525097,0.142857143,0.171814672,0.071428571,0.069498069,0.042471042,0.117760618,0.023166023,0.017374517,0.003861004,0.040540541,0.013513514,0.023166023,0.039007092,0,0,0.033096927,0,0,0,0,0,0.005910165,0,0.011820331,0.024822695,0.042553191,0,0.35106383,0.039007092,0.017730496,0.235224586,0.085106383,0.074468085,0.040189125,0,0,0.07896735,0.06833713,0.848139711,0,0.044798785,0,0.038724374
8.178495,261635066003.00,62.4,36.3,75.4,284,69078.63799,29.43014621,5759.545313,2.453786953,4844812.048,,0,0.263636364,0,0,0,0.1,0.309090909,0.145454545,0,0.163636364,0,0,0.018181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0.102112676,0.492957746,0,0,0.242957746,0,0.007042254,0,0,0,0,0.01056338,0.98943662,0,0,0,0
8.178495,261635066004.00,21,18.5,37.2,1140,82817.24347,28.19558627,6124.882914,2.085250093,4852916.25,,0.199029126,0,0,0.140776699,0.067961165,0,0.22815534,0,0.310679612,0,0,0,0,0.053398058,0,0,0.139442231,0.107569721,0,0,0,0,0,0,0,0,0,0,0,0.137450199,0.001992032,0.354581673,0.027888446,0.03187251,0.101593625,0.069721116,0.027888446,0,0,0,0,0.007894737,0.992105263,0,0,0,0
8.178495,261635067001.00,38.6,40.9,35.3,1066,111774.3341,11.95227431,18341.75281,1.961323794,7169220.283,,0.074812968,0.034912718,0.044887781,0.069825436,0.132169576,0.114713217,0,0,0.104738155,0.211970075,0.089775561,0.049875312,0.037406484,0,0.034912718,0,0.001451379,0,0,0,0,0,0.008708273,0,0.015965167,0.007256894,0.020319303,0.031930334,0.01161103,0.034833091,0,0.322206096,0.089985486,0.031930334,0.29317852,0.056603774,0.021770682,0.033381713,0.013062409,0.005805515,0.015947467,0.051594747,0.948405253,0,0,0,0
8.178495,261635068001.00,43.7,50.8,41.6,941,61549.40966,27.02985788,2992.548716,1.3141989,7371475.067,,0.316301703,0.077858881,0.218978102,0,0.116788321,0.058394161,0.02919708,0.0486618,0,0.02919708,0.065693431,0.01946472,0.01946472,0,0,0,0.020740741,0,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0.324444444,0.145185185,0.06962963,0.265185185,0.04,0.112592593,0,0,0,0,0.091392136,0.908607864,0,0,0,0
8.178495,261635068002.00,31.1,33.9,29.5,885,32690.75014,10.43593919,3600.001611,1.149236336,9701991.962,,0.140883978,0.05801105,0.05801105,0.069060773,0.223756906,0.063535912,0,0.165745856,0,0.107734807,0.107734807,0,0,0,0.005524862,0,0.036231884,0,0,0,0,0,0,0,0,0,0,0,0,0.097826087,0.019927536,0.222826087,0.023550725,0.025362319,0.387681159,0.148550725,0.038043478,0,0,0,0,0.011299435,0.988700565,0,0,0,0
8.178495,261635068003.00,42.8,41.1,47.3,1721,122923.505,12.08199027,10711.85865,1.052854554,8043710.25,,0.184750733,0.071847507,0.01026393,0.096774194,0.063049853,0.080645161,0.076246334,0.109970674,0,0.068914956,0.15542522,0.014662757,0.027859238,0.039589443,0,0,0.007653061,0,0,0,0,0,0,0,0.073129252,0,0.009353741,0.021258503,0.048469388,0.006802721,0.025510204,0.392006803,0.073129252,0.072278912,0.093537415,0.097789116,0.051870748,0.017857143,0,0.009353741,0,0.019174898,0.922719349,0,0,0,0.106333527
8.178495,261635068004.00,43.9,61,38.8,343,27280.78903,14.32082173,,,9064133.8,,0.092715232,0,0.052980132,0.158940397,0.225165563,0.052980132,0,0,0,0.251655629,0,0.132450331,0,0.033112583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075949367,0,0.489451477,0.050632911,0,0.101265823,0.227848101,0.021097046,0,0.033755274,0,0,0,1,0,0,0,0
8.178495,261635069001.00,28,27.4,35.9,773,63992.38865,30.39064988,1799.999713,0.854838555,2533267.353,,0.315384615,0.023076923,0.126923077,0,0.046153846,0.126923077,0.088461538,0,0,0.065384615,0.119230769,0.053846154,0,0,0,0.034615385,0,0,0,0,0,0,0,0,0,0,0,0,0.030018762,0.04315197,0,0.251407129,0.058161351,0.016885553,0.384615385,0.142589118,0.073170732,0,0,0,0,0,1,0,0,0,0
8.178495,261635069002.00,30.7,26.1,34.5,728,37535.34174,17.79255433,4499.997754,2.133095126,4169815.778,,0,0,0.11023622,0.137795276,0.027559055,0.200787402,0,0.05511811,0.031496063,0.070866142,0.11023622,0.208661417,0.047244094,0,0,0,0.046296296,0,0,0,0,0,0,0,0,0,0,0,0.12962963,0.090277778,0.027777778,0.287037037,0.023148148,0.078703704,0.229166667,0.05787037,0.030092593,0,0,0,0,0.053571429,0.895604396,0,0,0,0.101648352
8.178495,261635069003.00,41,27,54.6,519,57744.23212,28.81346917,3599.999762,1.796343606,3244645.368,,0.261111111,0,0,0.311111111,0,0,0.172222222,0.055555556,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064516129,0,0,0.045698925,0.411290323,0.155913978,0.029569892,0.174731183,0.11827957,0,0,0,0,0,0,1,0,0,0,0
8.178495,261635069004.00,28,34.6,26.3,760,46239.60021,22.96379609,899.9982123,0.446962676,2627327.867,,0.146825397,0,0.281746032,0,0.099206349,0,0.170634921,0.123015873,0,0,0,0.083333333,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050387597,0.009689922,0.174418605,0,0,0.182170543,0.21124031,0.036821705,0.164728682,0.025193798,0.145348837,0,0,0,0,0,0.977631579,0,0,0,0.044736842
8.178495,261635069005.00,41.1,36.9,43.9,791,112849.8391,29.31023505,6300.000204,1.636284892,3592808.793,,0.068767908,0.037249284,0.100286533,0.085959885,0.206303725,0.040114613,0.045845272,0.06017192,0,0.171919771,0.183381089,0,0,0,0,0,0.001872659,0,0,0,0,0,0,0,0,0,0,0,0.149812734,0.041198502,0,0.25093633,0.014981273,0.08988764,0.25093633,0.095505618,0.058052434,0.046816479,0,0,0,0.048040455,0.922882427,0,0,0,0.029077118
8.178495,261635070001.00,31.5,31.1,31.9,1468,112426.8544,31.26622663,1476.349213,0.410576897,5009731.133,,0.476578411,0.020366599,0.101832994,0.032586558,0.044806517,0.130346232,0.054989817,0.052953157,0.016293279,0,0.069246436,0,0,0,0,0,0.009569378,0,0,0,0,0,0,0,0,0,0,0,0.089712919,0.136363636,0.066985646,0.255980861,0.081339713,0.027511962,0.200956938,0.061004785,0.023923445,0.046650718,0,0,0,0.029972752,0.960490463,0,0,0,0.019073569
8.178495,261635070002.00,26.9,26.6,32.3,844,103653.0426,21.18869158,6299.999723,1.287842091,3281740.696,,0.119402985,0.032835821,0.080597015,0,0.086567164,0.071641791,0.128358209,0.214925373,0.113432836,0,0.104477612,0,0.047761194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857143,0,0,0.024553571,0.017857143,0.301339286,0.15625,0.044642857,0.21875,0,0.167410714,0.051339286,0,0,0,0.046208531,0.902843602,0,0,0,0.101895735
8.178495,261635070003.00,34.1,25.4,34.8,644,67555.93522,20.03194576,4176.351678,1.238387863,3438775.656,,0.163461538,0.177884615,0,0.168269231,0.086538462,0,0.052884615,0,0.043269231,0,0.038461538,0.139423077,0.129807692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070904645,0.051344743,0.119804401,0.158924205,0.15403423,0.337408313,0,0.090464548,0.017114914,0,0,0,0,1,0,0,0,0
8.178495,261635071001.00,50.7,42.8,53.4,211,62294.62236,29.42178245,8099.998428,3.825633459,3676697.55,,0,0.163043478,0,0,0.402173913,0.097826087,0,0,0,0,0.108695652,0.097826087,0,0,0.130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088757396,0.455621302,0,0,0.171597633,0,0.142011834,0,0,0.142011834,0,0.047393365,0.815165877,0,0,0,0.274881517
8.178495,261635071002.00,34.8,27.3,38.3,1046,87970.7219,36.19100706,3140.063584,1.291816878,2051190.333,,0.382271468,0,0.119113573,0,0,0,0.083102493,0.027700831,0,0.016620499,0.210526316,0.083102493,0.077562327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047543582,0,0.030110935,0.294770206,0.034865293,0.114104596,0.305863708,0.031695721,0.091917591,0.049128368,0,0,0,0.001912046,0.998087954,0,0,0,0
8.178495,261635071003.00,29.8,29.2,61.2,310,116439.0705,47.42000973,5976.340482,2.433874838,1532321.857,,0.496,0.12,0.064,0,0.096,0.08,0,0,0.08,0,0.064,0,0,0,0,0,0.004807692,0,0,0,0,0,0,0,0,0.004807692,0,0.216346154,0,0,0.038461538,0.221153846,0.240384615,0,0.086538462,0.149038462,0.038461538,0,0,0,0,0.003225806,0.887096774,0.109677419,0,0,0
8.178495,261635071004.00,44.6,42.2,55.1,515,74060.44329,19.52499371,15728.82823,4.146684229,2113032.73,,0.316602317,0.042471042,0.166023166,0,0.027027027,0,0.088803089,0,0.154440154,0,0,0.166023166,0.038610039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152219873,0,0,0.021141649,0,0.1205074,0.101479915,0.048625793,0.344608879,0.11205074,0.099365751,0,0,0,0,0,1,0,0,0,0
8.178495,261635072001.00,42.4,56.1,36.7,442,102736.4301,45.53723415,3318.188029,1.470764607,2992349.941,,0.225806452,0,0.247311828,0,0,0.096774194,0,0,0.043010753,0.231182796,0.080645161,0,0.075268817,0,0,0,0,0,0,0,0,0,0,0,0.024734982,0,0.120141343,0,0,0.190812721,0,0.197879859,0.070671378,0.017667845,0.349823322,0,0.028268551,0,0,0,0,0,0.988687783,0.011312217,0,0,0
8.178495,261635072002.00,45.1,28.8,46.8,649,144144.0838,27.24845402,7372.186119,1.393610263,3452606.468,,0.235294118,0.188235294,0.11372549,0.133333333,0.062745098,0.078431373,0,0,0,0.066666667,0.02745098,0.039215686,0,0,0.054901961,0,0.020642202,0,0,0,0,0,0,0,0,0,0,0.02293578,0,0.107798165,0.121559633,0.282110092,0.036697248,0.013761468,0.133027523,0.137614679,0.05733945,0.055045872,0.01146789,0,0,0.035439137,0.841294299,0,0,0,0.246533128
8.178495,261635073001.00,38.5,24.6,49.3,1066,102457.7671,29.93595342,11376.34576,3.323923274,1875973.714,,0.10326087,0.076086957,0.078804348,0.032608696,0.092391304,0.086956522,0.108695652,0,0.111413043,0,0.054347826,0.095108696,0.105978261,0.054347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026354319,0,0,0,0.297218155,0,0.096632504,0.420204978,0.130307467,0,0.01317716,0,0.016105417,0,0.013133208,0.986866792,0,0,0,0
8.178495,261635073002.00,56,39.6,60.1,405,94812.07832,33.38375251,4216.198016,1.484541987,14322350.18,,0.054945055,0,0.049450549,0.379120879,0.054945055,0.043956044,0.093406593,0.06043956,0.043956044,0.038461538,0.065934066,0.115384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024169184,0,0.039274924,0.027190332,0.03021148,0.332326284,0.078549849,0.090634441,0.16918429,0.120845921,0.051359517,0.036253776,0,0,0.039506173,0,1,0,0,0,0
8.178495,261635073003.00,43.3,23.8,50.3,471,345257.1152,50.50464279,15866.55046,2.320978853,12525676.33,,0.14893617,0.042553191,0,0,0,0.388297872,0.095744681,0.04787234,0.085106383,0,0.058510638,0.058510638,0.074468085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097744361,0,0.109022556,0,0,0.402255639,0.105263158,0,0.105263158,0.101503759,0.003759398,0.07518797,0,0,0.016985138,0.021231423,0.925690021,0,0,0,0.106157113
8.178495,261635074001.00,46.1,47,45.2,408,65511.85649,26.49150448,9829.039892,3.974640138,4472145.379,,0.172413793,0,0.17816092,0,0.097701149,0.051724138,0,0,0.235632184,0.132183908,0.132183908,0,0,0,0,0,0.024725275,0,0,0,0,0,0,0.032967033,0,0,0,0,0,0.032967033,0.03021978,0.373626374,0.041208791,0,0.260989011,0.115384615,0.087912088,0,0,0,0.117647059,0.051470588,0.774509804,0.080882353,0,0,0.102941176
8.178495,261635074002.00,46.7,38.1,47.9,963,127250.0699,24.31771683,7776.347527,1.486073974,8825362.864,,0.313225058,0.062645012,0.102088167,0.041763341,0.076566125,0.034802784,0.062645012,0,0.053364269,0.129930394,0.064965197,0.05800464,0,0,0,0,0.081360947,0,0,0,0,0,0,0,0,0,0,0,0.013313609,0,0.019230769,0.347633136,0,0.035502959,0.436390533,0.028106509,0,0.026627219,0.01183432,0,0,0,1,0,0,0,0
8.178495,261635074003.00,49.3,49.4,31,484,102504.0332,41.1972674,2700.003676,1.08515509,2710962.393,,0.15720524,0.109170306,0,0.087336245,0.082969432,0.131004367,0.074235808,0,0,0.043668122,0.065502183,0,0.174672489,0,0.074235808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032345013,0.02425876,0,0.212938005,0.070080863,0.107816712,0.428571429,0,0.091644205,0.032345013,0,0,0,0,1,0,0,0,0
8.178495,261635074004.00,29.3,59.4,29,305,80162.24754,36.40232654,4216.195339,1.914608487,11882833.67,,0.285714286,0.076190476,0.085714286,0.133333333,0,0,0,0.419047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33974359,0.070512821,0,0.205128205,0.051282051,0.173076923,0.16025641,0,0,0,0,0,0,0,1,0,0,0,0
8.178495,261635075001.00,47.9,53.5,46.4,799,64819.93493,17.28503405,7482.022408,1.995173433,8015763.289,,0.216216216,0.20045045,0.067567568,0,0.123873874,0.040540541,0,0.094594595,0.036036036,0.130630631,0.02027027,0.013513514,0.042792793,0,0,0.013513514,0,0,0,0,0,0,0,0,0.029605263,0,0.016447368,0.03125,0.009868421,0.074013158,0.049342105,0.199013158,0.085526316,0.075657895,0.246710526,0.092105263,0.080592105,0.009868421,0,0,0,0.042553191,0.944931164,0.012515645,0,0,0
8.178495,261635075002.00,39.7,31.8,40.6,844,60557.9367,24.10912513,3599.995802,1.433218402,1418640.933,,0.198717949,0.096153846,0.153846154,0.083333333,0.025641026,0.105769231,0.019230769,0.028846154,0.083333333,0.080128205,0.022435897,0.08974359,0,0.012820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021352313,0.014234875,0,0.021352313,0.466192171,0.129893238,0.065836299,0.195729537,0.017793594,0.040925267,0.026690391,0,0,0,0.027251185,0.972748815,0,0,0,0
8.178495,261635075003.00,41.1,40.7,52.6,226,33918.46802,12.69179221,900.0001029,0.336766811,23472011.96,,0.40952381,0.114285714,0,0.123809524,0.057142857,0,0.057142857,0.123809524,0,0,0,0.047619048,0,0,0,0.066666667,0.132978723,0,0.042553191,0,0,0,0,0,0,0,0,0.069148936,0,0,0.095744681,0.329787234,0.095744681,0.132978723,0.069148936,0,0.031914894,0,0,0,0,0.234513274,0.765486726,0,0,0,0
8.178495,261635078001.00,41.1,21.4,44.7,389,139491.4874,17.39864087,12356.96953,1.541273084,9921210.125,,0.563636364,0.1,0.036363636,0,0,0,0.063636364,0,0,0.118181818,0,0.018181818,0.1,0,0,0,0.022624434,0,0,0,0,0,0,0,0,0,0.040723982,0.090497738,0,0.294117647,0.045248869,0.21719457,0.099547511,0,0.031674208,0.126696833,0.031674208,0,0,0,0,0.028277635,0.971722365,0,0,0,0
8.178495,261635078002.00,36.7,36.7,,67,41342.82414,8.818349359,2416.196376,0.515370302,13499923.37,,0.325581395,0.441860465,0,0,0,0.23255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014925373,0.731343284,0.149253731,0.014925373,0.014925373,0,0.014925373,0,0,0,0,0.059701493,0.059701493,0.014925373,0.925373134,0.014925373,0,0,0.089552239
8.178495,261635079001.00,35.7,35.5,37.6,215,89505.87329,26.05259564,1800.002312,0.523929109,5324391.36,,0.158333333,0.108333333,0.191666667,0.041666667,0.041666667,0.183333333,0.05,0.2,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006896552,0.068965517,0.020689655,0,0.696551724,0,0.034482759,0.165517241,0,0.006896552,0,0,0,0.027906977,0.4,0.6,0,0,0,0
8.178495,261635079002.00,59.3,52.6,62,131,77938.09158,29.25235399,900.0010302,0.337795655,4924473.577,,0.217391304,0.086956522,0.130434783,0.130434783,0.108695652,0.043478261,0,0,0,0.25,0.032608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0.04,0.064,0.2,0,0.12,0.056,0.304,0.08,0.04,0,0,0,0.091603053,0.885496183,0,0,0,0.045801527
8.178495,261635079003.00,28.9,26.1,38.9,611,66091.42151,33.55622137,1476.342485,0.749574969,3216007.765,,0,0.037037037,0,0.049382716,0.086419753,0.117283951,0.030864198,0,0,0.141975309,0.172839506,0.12962963,0.179012346,0.030864198,0,0.024691358,0.015424165,0,0,0,0,0,0,0,0,0,0.017994859,0,0,0.115681234,0,0.231362468,0.115681234,0.030848329,0.246786632,0,0.066838046,0.046272494,0.025706941,0.087403599,0,0.086743044,0.890343699,0,0,0,0.045826514
8.178495,261635079004.00,56.3,59.2,56,145,49472.78062,19.48447971,899.9985488,0.354457608,2885769.391,,0.292682927,0.097560976,0,0,0.207317073,0,0,0,0.182926829,0.146341463,0,0.073170732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.145299145,0,0.145299145,0.35042735,0,0,0,0.205128205,0,0,0,0,0.04137931,0.875862069,0,0,0,0.165517241
8.178495,261635080001.00,23.9,43.8,20.6,289,62545.69112,11.69577104,5368.885553,1.003958147,4973742.743,,0.351851852,0.157407407,0,0.148148148,0,0,0.185185185,0,0.037037037,0.037037037,0,0,0,0.083333333,0,0,0.048611111,0,0,0,0,0,0,0,0,0,0,0.034722222,0.104166667,0.131944444,0.041666667,0.131944444,0,0.138888889,0.229166667,0.138888889,0,0,0,0,0,0.07266436,0.896193772,0,0,0,0.062283737
8.178495,261635080002.00,33.7,35.2,33.5,984,106392.966,8.53784646,7594.684986,0.609459974,8287842.828,,0.441391941,0.166666667,0.120879121,0.097069597,0.025641026,0.04029304,0.009157509,0.023809524,0.047619048,0,0.012820513,0.014652015,0,0,0,0,0.021416804,0,0.011532125,0,0,0,0,0,0.011532125,0,0,0.029654036,0.095551895,0.128500824,0.021416804,0.314662273,0.031301483,0.057660626,0.125205931,0.13014827,0.009884679,0.011532125,0,0,0,0.014227642,0.956300813,0,0,0,0.050813008
