Total:,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,GEO_ID
1182,0,0,0,0,0,0,0,0,0,3,7,0,0,33,0,264,5,31,278,87,317,126,26,5,1500000US261635518002
588,0,0,0,0,0,9,0,0,0,0,0,0,10,0,5,96,0,35,76,71,142,101,31,12,1500000US261635518003
1139,47,6,0,0,19,33,15,9,23,4,29,44,43,0,35,293,43,21,177,127,129,36,6,0,1500000US261635520001
905,78,0,6,0,0,0,0,28,12,0,0,15,25,46,31,328,11,26,131,54,69,42,3,0,1500000US261635520002
387,0,0,0,0,0,0,0,0,0,8,0,11,37,6,0,85,42,20,98,7,45,28,0,0,1500000US261635521001
427,12,0,0,0,0,0,16,0,8,0,56,10,14,15,30,165,0,16,42,26,5,12,0,0,1500000US261635521002
445,21,0,0,0,0,0,0,0,0,0,30,9,23,18,0,156,36,7,85,23,12,24,1,0,1500000US261635521003
323,0,0,0,0,0,0,0,0,0,0,0,13,15,7,0,131,32,0,59,7,21,31,7,0,1500000US261635521004
629,42,0,0,0,0,0,0,13,10,0,19,0,19,41,8,223,14,19,42,51,111,8,0,9,1500000US261635521005
947,43,0,0,0,0,0,0,19,45,0,13,23,66,0,59,193,25,33,167,68,149,16,12,16,1500000US261635522001
694,58,0,0,0,0,0,0,27,15,21,14,0,6,0,8,283,0,55,96,33,39,39,0,0,1500000US261635522002
456,0,0,0,0,0,0,17,6,0,15,15,16,0,14,12,188,38,15,40,11,26,43,0,0,1500000US261635522003
736,58,0,0,0,0,0,0,0,0,0,10,46,13,31,0,337,7,0,105,37,44,22,26,0,1500000US261635523001
447,0,0,0,0,4,0,0,0,36,0,0,47,36,3,0,105,5,8,104,32,44,23,0,0,1500000US261635523002
566,43,0,0,0,15,0,0,0,12,0,6,17,8,34,5,301,41,9,0,63,12,0,0,0,1500000US261635523003
581,45,0,0,0,10,0,0,23,0,18,10,18,28,21,10,165,26,17,99,30,51,10,0,0,1500000US261635524001
978,92,0,0,0,0,0,0,44,5,15,10,26,55,67,45,246,47,19,130,47,72,25,23,10,1500000US261635524002
417,0,0,0,0,0,0,0,0,6,0,7,12,39,76,6,95,54,13,91,11,7,0,0,0,1500000US261635528001
199,53,0,0,0,0,0,0,0,7,0,30,0,10,0,0,56,6,6,31,0,0,0,0,0,1500000US261635528002
331,99,0,0,0,0,0,0,0,0,9,11,9,8,0,0,112,41,27,7,0,0,0,0,8,1500000US261635528003
836,129,0,0,0,17,0,0,33,15,0,44,18,7,35,13,255,17,0,90,41,70,24,8,20,1500000US261635528004
678,136,0,0,0,0,0,0,44,42,21,9,34,49,13,7,167,8,22,69,0,27,8,0,22,1500000US261635528005
342,28,0,0,0,0,0,0,0,0,0,2,44,34,9,53,42,20,10,83,0,17,0,0,0,1500000US261635530001
369,21,0,0,0,0,0,11,0,0,0,22,8,16,33,17,58,10,26,104,8,9,26,0,0,1500000US261635530002
95,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,9,9,18,0,8,0,0,22,1500000US261635531001
584,32,0,0,0,0,0,0,0,0,0,0,0,0,20,19,194,71,28,117,47,41,8,0,7,1500000US261635531002
458,0,0,0,0,0,0,0,0,8,9,8,0,31,0,38,246,7,10,23,41,19,18,0,0,1500000US261635531003
259,0,0,0,0,0,0,0,0,0,0,34,9,33,1,0,107,18,21,6,20,10,0,0,0,1500000US261635532001
144,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,53,4,6,27,0,24,19,0,0,1500000US261635532002
534,14,0,0,0,0,0,0,0,18,0,9,57,23,21,13,219,0,9,119,11,15,6,0,0,1500000US261635533001
106,0,0,0,0,0,0,0,0,0,0,19,22,2,0,0,13,16,26,1,0,0,7,0,0,1500000US261635533002
218,3,0,0,0,0,0,0,0,3,0,4,11,0,4,3,44,17,4,55,26,44,0,0,0,1500000US261635534001
1395,0,0,0,0,0,0,36,11,16,43,0,81,115,217,23,353,85,94,216,56,42,0,0,7,1500000US261635534002
942,11,0,0,0,0,0,0,0,0,0,0,33,20,22,37,212,4,91,181,117,151,63,0,0,1500000US261635536001
416,7,0,0,0,0,0,0,0,0,6,0,61,31,11,0,90,73,21,58,16,35,7,0,0,1500000US261635536002
321,0,0,0,0,0,0,0,0,19,0,0,8,0,42,0,114,21,6,48,13,32,6,0,12,1500000US261635536003
314,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,82,27,47,65,26,0,6,0,38,1500000US261635538001
283,0,0,0,0,0,0,0,0,4,0,2,9,11,10,0,158,7,17,37,26,2,0,0,0,1500000US261635538002
423,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,225,13,41,74,0,64,0,0,0,1500000US261635538003
438,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,87,57,32,45,50,60,67,0,0,1500000US261635541001
875,0,0,0,0,0,0,0,34,0,0,5,0,11,41,77,281,55,64,144,27,96,40,0,0,1500000US261635541002
550,13,0,0,0,0,0,0,0,0,22,8,0,29,0,9,191,9,20,80,90,55,24,0,0,1500000US261635541003
1013,7,0,0,0,0,0,0,0,0,0,24,0,0,48,0,197,103,50,353,75,114,42,0,0,1500000US261635541004
692,0,0,0,0,0,0,0,0,12,0,0,0,7,14,0,112,16,44,170,65,151,101,0,0,1500000US261635542001
405,11,0,0,0,0,0,0,0,0,0,11,0,31,0,10,198,20,40,43,25,16,0,0,0,1500000US261635542002
1009,24,0,0,0,0,0,0,0,66,0,0,36,68,12,27,429,45,62,97,79,17,47,0,0,1500000US261635542003
264,0,0,0,0,0,0,0,0,0,0,0,0,21,0,20,63,20,9,91,22,0,18,0,0,1500000US261635542004
385,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,19,55,77,39,7,30,0,0,1500000US261635543001
792,18,0,0,0,0,0,0,0,2,0,0,0,114,16,7,239,26,21,180,46,92,19,0,12,1500000US261635543002
680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,259,0,51,68,136,27,57,55,0,1500000US261635543003
526,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,146,13,48,48,82,132,49,0,0,1500000US261635543004
1202,0,0,0,0,0,0,0,0,0,0,0,0,47,52,50,350,65,120,343,94,65,8,8,0,1500000US261635543005
648,0,0,0,0,0,0,0,0,6,0,16,9,0,27,40,347,27,13,84,23,48,0,8,0,1500000US261635544001
809,5,0,0,0,0,0,0,0,0,0,1,0,0,0,35,192,0,61,245,71,117,72,0,10,1500000US261635544002
363,0,0,0,0,0,0,0,0,0,0,17,0,11,42,7,137,0,7,51,0,75,16,0,0,1500000US261635544003
495,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,115,39,40,110,86,57,8,0,0,1500000US261635544004
828,8,0,0,0,0,0,0,0,78,0,0,0,37,0,6,244,66,62,106,74,87,48,12,0,1500000US261635545001
983,5,0,0,0,0,0,13,0,0,2,20,33,33,8,17,282,108,52,245,47,77,41,0,0,1500000US261635545002
733,15,0,0,0,0,0,0,0,0,0,8,0,19,0,0,162,28,48,102,75,206,63,7,0,1500000US261635546001
692,26,0,0,0,0,0,0,0,0,0,22,0,30,62,0,183,19,36,77,131,59,41,6,0,1500000US261635546002
362,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,87,56,40,64,8,75,17,0,0,1500000US261635546003
684,0,0,0,0,0,0,0,0,0,0,4,0,19,0,0,208,31,35,188,95,81,23,0,0,1500000US261635546004
674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,72,62,113,23,260,88,0,0,1500000US261635547001
506,1,0,0,0,8,0,0,0,0,0,0,1,0,8,11,144,6,42,71,40,128,11,35,0,1500000US261635547002
962,12,0,0,0,0,0,0,0,0,0,0,0,8,4,20,234,49,31,200,163,158,42,34,7,1500000US261635547003
283,4,0,0,0,0,0,0,0,0,0,0,11,10,5,0,53,0,11,82,43,52,12,0,0,1500000US261635548001
598,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,142,22,159,76,18,100,60,8,0,1500000US261635548002
650,15,0,0,0,0,0,0,0,0,0,0,85,21,13,28,128,13,38,49,89,101,70,0,0,1500000US261635548003
979,0,0,0,0,0,0,0,0,0,0,12,0,7,38,46,353,31,78,98,89,142,74,11,0,1500000US261635548004
867,0,0,0,0,0,0,0,0,0,0,1,1,10,0,105,240,36,61,212,24,93,84,0,0,1500000US261635549001
259,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,74,11,25,79,9,31,0,6,17,1500000US261635549002
1191,0,0,0,0,0,0,32,0,0,0,0,0,8,11,0,427,48,134,189,68,232,30,12,0,1500000US261635549003
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,7,22,69,71,71,65,0,0,1500000US261635551001
611,19,0,0,0,0,0,1,0,0,0,9,0,63,16,37,141,0,39,81,125,18,62,0,0,1500000US261635551002
991,0,0,0,0,0,0,0,0,0,0,8,0,12,29,20,293,31,63,196,96,178,58,0,7,1500000US261635551003
872,12,0,0,0,0,0,0,0,0,0,0,0,7,39,16,260,17,39,147,97,171,67,0,0,1500000US261635551004
1122,0,0,0,0,0,0,0,0,0,0,0,0,30,8,88,363,123,56,205,84,127,38,0,0,1500000US261635553001
864,0,0,0,0,0,0,0,0,0,0,14,28,0,18,0,188,62,114,237,89,94,20,0,0,1500000US261635553002
556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,161,25,18,241,35,64,3,0,0,1500000US261635554001
376,32,0,0,0,0,0,0,0,0,0,0,0,0,0,27,179,0,15,27,7,14,75,0,0,1500000US261635554002
764,9,0,0,0,0,25,0,0,0,20,12,0,0,9,0,190,88,44,141,48,124,54,0,0,1500000US261635554003
1052,0,0,0,0,0,0,0,0,0,0,0,5,14,11,18,241,108,54,249,128,174,41,0,9,1500000US261635555001
972,0,0,0,0,0,0,0,0,0,0,0,13,31,9,39,296,43,22,199,157,70,93,0,0,1500000US261635555002
633,0,0,0,0,0,0,0,11,0,0,0,1,4,6,0,206,16,79,90,41,143,36,0,0,1500000US261635556001
1247,0,0,0,0,0,0,0,0,0,8,0,0,0,45,21,384,65,105,238,111,173,75,22,0,1500000US261635556002
462,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,136,23,8,107,37,94,29,11,0,1500000US261635561001
516,0,0,0,0,0,0,0,7,0,6,3,26,34,29,0,116,0,31,113,61,69,21,0,0,1500000US261635561002
730,0,0,0,0,0,0,0,0,0,0,9,0,8,68,0,159,8,51,144,93,146,44,0,0,1500000US261635561003
634,2,0,0,0,0,0,0,0,17,0,2,7,0,10,19,156,38,53,153,61,98,18,0,0,1500000US261635561004
975,25,0,0,0,0,0,0,0,0,25,0,7,55,23,7,246,30,94,105,146,163,39,0,10,1500000US261635562001
516,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,108,8,55,71,76,149,42,0,0,1500000US261635562002
630,0,0,0,0,0,0,0,0,0,0,0,0,7,0,35,105,10,30,141,45,135,122,0,0,1500000US261635562003
662,7,0,0,0,0,0,0,0,7,0,6,12,0,31,10,188,67,25,46,169,56,31,7,0,1500000US261635563001
699,6,0,0,0,0,0,0,6,0,0,0,0,0,8,0,153,29,108,73,112,123,61,11,9,1500000US261635563002
1285,0,0,0,5,0,5,0,33,0,0,6,7,0,6,7,273,47,71,240,129,254,112,60,30,1500000US261635563003
878,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,99,29,87,167,81,224,163,11,0,1500000US261635564001
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,71,0,32,54,37,191,73,26,0,1500000US261635564002
1884,0,0,0,0,0,0,0,10,0,0,9,0,14,0,41,200,36,185,244,173,511,348,53,60,1500000US261635564003
1843,0,0,0,0,0,0,0,8,35,38,9,20,0,0,0,350,20,131,353,209,399,216,32,23,1500000US261635565001
664,6,0,0,0,0,0,0,0,0,0,0,0,14,80,35,72,9,31,150,40,145,38,44,0,1500000US261635566001
965,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,17,106,203,115,274,148,8,23,1500000US261635566002
987,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,146,35,33,172,84,329,115,15,37,1500000US261635566003
776,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,38,71,117,201,153,40,29,25,1500000US261635567001
1187,11,0,0,0,0,0,0,18,10,0,0,0,0,0,8,277,0,69,37,97,339,212,41,68,1500000US261635567002
582,6,0,0,0,0,0,0,4,0,0,10,0,0,0,0,104,22,37,120,74,116,82,1,6,1500000US261635568001
710,5,0,0,0,0,0,0,0,0,0,0,0,0,4,9,129,8,81,101,96,156,99,6,16,1500000US261635568002
871,19,0,0,0,0,0,0,0,0,0,25,0,6,0,7,207,16,68,202,82,196,21,13,9,1500000US261635569001
1041,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,177,13,45,177,89,410,101,8,18,1500000US261635569002
813,0,0,0,0,0,0,0,13,0,0,8,12,24,0,6,170,20,21,192,125,158,56,8,0,1500000US261635569003
792,0,0,0,0,0,0,0,0,0,0,0,7,27,0,23,196,24,118,250,48,85,14,0,0,1500000US261635570001
517,36,0,0,0,0,0,0,0,0,0,0,0,0,9,14,27,10,77,48,24,190,60,0,22,1500000US261635570002
869,22,0,0,0,0,0,0,0,0,0,0,23,22,31,25,156,0,28,156,65,143,173,19,6,1500000US261635570003
570,0,0,0,0,0,0,0,0,0,0,7,0,40,9,13,84,0,51,46,24,163,109,0,24,1500000US261635571001
478,8,0,0,0,0,0,0,11,0,0,0,0,0,1,0,33,41,7,61,90,199,20,0,7,1500000US261635571002
816,0,0,0,0,0,0,0,16,3,0,15,11,18,24,0,223,16,85,104,92,174,21,14,0,1500000US261635571003
581,10,0,0,0,0,12,0,0,0,0,4,12,0,7,4,114,21,72,92,57,106,70,0,0,1500000US261635572001
889,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,203,31,93,183,55,212,76,14,6,1500000US261635572002
566,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,100,4,16,164,40,134,55,32,4,1500000US261635573001
1035,7,0,0,0,0,0,0,0,10,0,0,4,4,9,50,137,16,88,125,113,328,128,11,5,1500000US261635573002
915,0,0,0,0,0,0,0,0,0,0,6,0,7,7,0,82,24,35,71,145,304,177,50,7,1500000US261635574001
1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,254,0,114,158,135,499,320,12,8,1500000US261635574002
760,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,178,10,96,98,33,276,53,0,8,1500000US261635575001
869,7,0,0,0,0,0,0,0,0,11,10,0,0,9,14,172,14,26,73,109,254,90,52,28,1500000US261635575002
676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,70,97,40,281,66,29,0,1500000US261635575003
526,0,0,0,0,0,0,0,0,0,30,0,0,3,0,0,149,24,29,37,38,97,94,18,7,1500000US261635575004
995,57,0,0,0,0,0,0,0,0,0,0,0,2,0,11,121,0,43,177,44,339,185,16,0,1500000US261635576001
632,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18,172,10,62,51,78,180,55,0,4,1500000US261635576002
455,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,79,24,19,39,86,120,33,33,5,1500000US261635576003
745,7,0,0,0,0,0,0,0,0,0,0,0,7,8,9,144,35,43,69,61,226,101,35,0,1500000US261635577001
979,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,291,18,34,203,170,190,54,0,7,1500000US261635577002
655,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,150,18,90,130,90,97,33,0,9,1500000US261635577003
872,0,0,0,0,0,0,0,0,0,0,0,11,0,7,23,151,16,105,130,110,246,64,0,9,1500000US261635577004
923,4,0,0,0,0,0,0,0,0,0,3,0,14,15,0,177,16,70,51,137,316,103,17,0,1500000US261635579001
877,1,0,0,0,0,9,0,0,0,0,9,10,0,8,10,191,0,68,78,49,256,173,0,15,1500000US261635579002
1591,0,0,0,0,0,0,0,0,0,0,17,16,20,8,59,434,57,41,234,144,333,136,73,19,1500000US261635579003
764,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,208,13,81,122,152,89,41,28,0,1500000US261635580001
1045,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,225,0,78,165,151,253,155,0,0,1500000US261635580002
773,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,143,16,112,128,62,181,58,40,22,1500000US261635580003
606,12,0,0,0,0,0,0,9,0,0,0,0,0,0,10,68,11,71,200,55,156,8,6,0,1500000US261635580004
952,0,0,0,0,20,0,0,0,0,0,0,0,8,0,28,357,23,96,108,58,157,97,0,0,1500000US261635581001
749,0,0,0,0,0,0,0,7,0,0,0,14,0,7,0,182,7,76,131,61,184,62,18,0,1500000US261635581002
662,0,0,0,0,0,0,2,0,0,0,0,12,0,21,30,110,17,56,108,86,123,79,11,7,1500000US261635581003
821,0,0,0,0,0,0,0,0,0,52,9,0,0,8,11,86,23,23,142,93,181,165,9,19,1500000US261635582001
538,3,8,0,0,0,0,0,0,0,0,0,0,0,0,16,113,10,53,78,26,195,36,0,0,1500000US261635582002
898,28,0,0,0,0,0,0,0,0,13,19,17,44,37,13,165,74,105,117,78,134,33,10,11,1500000US261635582003
1018,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,233,9,94,166,116,265,90,28,0,1500000US261635582004
741,3,0,0,0,0,0,0,0,0,3,4,0,33,13,14,253,14,69,139,49,115,24,8,0,1500000US261635583001
665,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,185,24,46,109,54,175,34,3,0,1500000US261635583002
965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,42,91,209,109,256,87,22,0,1500000US261635584001
938,0,0,0,0,0,0,0,0,0,0,0,12,34,21,31,154,13,48,238,159,130,90,8,0,1500000US261635584002
1103,4,0,0,0,0,0,0,0,0,0,0,0,12,0,12,172,27,67,144,155,304,179,11,16,1500000US261635584003
644,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,119,16,59,167,88,126,51,0,0,1500000US261635585001
520,20,0,0,0,0,0,0,0,0,0,0,0,7,0,7,46,12,44,153,36,157,29,0,9,1500000US261635585002
1129,0,0,0,0,0,0,0,0,0,10,21,0,6,0,10,363,14,113,175,181,149,87,0,0,1500000US261635585003
726,1,0,0,0,0,0,0,0,0,23,0,27,7,7,0,157,40,94,113,136,89,32,0,0,1500000US261635585004
754,0,0,0,0,0,0,0,6,0,0,4,0,8,4,10,159,28,99,127,58,170,68,3,10,1500000US261635586001
630,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,132,5,71,126,65,158,41,12,6,1500000US261635586002
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,53,62,40,143,105,7,0,1500000US261635587001
628,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,121,21,36,69,22,180,119,26,16,1500000US261635587002
681,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,139,1,41,132,50,204,65,18,9,1500000US261635587003
989,0,0,0,1,0,0,23,0,0,0,0,0,0,21,24,282,11,56,158,93,234,85,0,1,1500000US261635588001
925,0,0,0,0,0,0,0,0,0,0,0,0,21,0,9,156,65,59,200,92,225,98,0,0,1500000US261635588002
689,10,0,0,0,0,0,0,0,0,0,0,0,13,1,18,158,18,50,98,89,157,44,28,5,1500000US261635589001
620,4,0,0,0,0,0,0,0,0,0,0,0,5,0,9,112,3,78,109,82,147,58,13,0,1500000US261635589002
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,51,57,73,116,44,0,8,1500000US261635590001
493,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,155,9,31,52,12,153,38,0,17,1500000US261635590002
862,27,0,0,0,31,0,0,0,0,0,9,0,0,7,0,134,31,31,237,107,193,55,0,0,1500000US261635590003
1133,0,0,0,0,0,0,0,0,0,0,9,0,4,18,18,261,25,123,132,106,318,119,0,0,1500000US261635591001
532,0,0,0,0,0,0,0,0,4,0,0,0,0,0,25,107,7,44,55,34,202,54,0,0,1500000US261635591002
863,12,0,0,0,0,0,0,0,0,0,6,0,14,0,6,182,16,78,253,57,175,55,9,0,1500000US261635592001
688,8,0,0,0,0,0,0,0,7,0,0,9,0,6,5,191,15,48,129,87,107,71,5,0,1500000US261635592002
832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,10,18,42,66,445,159,40,0,1500000US261635601001
785,17,0,0,0,0,0,0,0,10,7,0,0,0,0,0,144,17,49,96,0,269,117,59,0,1500000US261635601002
375,0,0,0,0,0,0,0,0,0,0,14,0,0,0,10,100,0,15,26,7,72,58,52,21,1500000US261635601003
621,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,13,1,0,159,102,240,77,0,15,1500000US261635602001
517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,76,86,47,143,115,12,0,1500000US261635602002
1626,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,255,13,124,215,151,509,261,37,35,1500000US261635602003
1042,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,140,14,13,180,157,233,237,22,22,1500000US261635602004
796,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,25,0,0,47,63,332,253,37,18,1500000US261635603001
1104,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,9,16,232,93,321,237,45,48,1500000US261635603002
614,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,202,42,44,118,22,125,45,8,0,1500000US261635603003
2146,0,0,0,0,0,0,0,0,0,0,13,14,0,0,13,236,54,148,214,103,784,449,57,61,1500000US261635604001
1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,110,0,47,131,99,479,87,16,21,1500000US261635604002
571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,13,103,40,248,112,0,16,1500000US261635604003
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,64,34,28,106,64,21,18,1500000US261635604004
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,11,23,134,181,50,0,1500000US261635604005
2157,28,0,0,0,0,0,0,0,0,0,0,0,0,1,25,121,40,39,136,74,944,562,109,78,1500000US261635612001
2264,0,0,0,0,0,0,17,0,0,0,13,38,0,0,30,239,25,35,140,89,654,628,261,95,1500000US261635612002
4479,20,0,0,0,0,0,0,0,13,0,12,0,0,0,13,370,16,140,233,102,1581,1210,532,237,1500000US261635613001
781,15,0,0,0,0,0,0,0,0,0,0,0,0,29,0,91,0,47,126,26,225,212,10,0,1500000US261635613002
968,24,0,0,0,0,0,0,0,0,0,1,0,0,13,12,262,16,36,111,87,255,132,10,9,1500000US261635616001
859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,200,9,84,188,52,119,176,10,0,1500000US261635616002
1291,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,308,17,146,203,87,243,227,0,15,1500000US261635616003
11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,3,0,0,0,0,0,0,0,1500000US261635617001
1555,31,0,0,0,0,0,0,0,0,7,8,22,31,12,17,310,88,127,241,78,324,189,38,32,1500000US261635617002
2058,29,0,0,0,0,0,0,0,0,0,0,0,0,0,16,216,0,53,223,67,586,570,211,87,1500000US261635619001
1811,13,0,0,0,0,0,0,0,0,0,0,0,12,0,0,233,0,0,139,93,481,601,208,31,1500000US261635619002
1032,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,79,146,54,264,345,19,13,1500000US261635619003
834,0,0,0,0,0,19,0,0,0,0,5,0,6,0,25,151,4,46,95,40,217,183,30,13,1500000US261635623001
936,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,89,9,46,85,42,286,255,67,43,1500000US261635623002
890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,20,0,165,37,396,187,15,15,1500000US261635624001
1443,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,178,0,49,115,117,461,350,67,14,1500000US261635624002
624,15,0,0,0,0,0,0,0,0,0,0,0,0,0,11,79,24,9,45,97,251,86,0,7,1500000US261635624003
851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,76,40,88,53,43,229,235,43,29,1500000US261635624004
609,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,33,40,182,60,144,39,0,0,1500000US261635625001
947,16,0,0,0,0,0,3,0,0,3,6,0,6,6,16,225,28,60,185,76,194,117,6,0,1500000US261635625002
809,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,46,8,76,82,0,311,208,42,29,1500000US261635626001
590,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,65,0,39,101,83,156,97,17,7,1500000US261635626002
1248,2,0,0,0,0,0,0,0,0,0,0,0,11,0,9,104,11,61,118,102,488,244,91,7,1500000US261635626003
974,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,49,2,33,62,44,393,287,92,6,1500000US261635627001
659,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,123,0,54,80,44,183,118,49,0,1500000US261635627002
1012,8,0,0,0,0,0,0,0,0,0,0,6,6,0,17,158,0,32,185,57,349,145,41,8,1500000US261635627003
957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,210,18,79,171,78,227,150,9,5,1500000US261635628001
1144,0,0,0,0,0,0,0,0,0,0,57,0,10,23,16,170,47,60,188,93,296,127,26,31,1500000US261635628002
447,0,0,0,0,0,0,0,0,1,1,0,2,0,1,11,55,8,58,35,31,183,23,27,11,1500000US261635628003
859,10,0,0,0,0,0,0,0,0,0,0,42,31,17,0,160,20,55,128,59,215,97,7,18,1500000US261635629001
895,9,0,0,0,0,0,0,0,0,0,0,0,9,18,29,252,21,112,217,69,109,40,0,10,1500000US261635629002
959,0,0,0,0,0,0,0,0,9,0,18,0,0,7,0,235,25,87,218,112,133,101,0,14,1500000US261635629003
1072,0,0,0,0,0,0,0,0,0,8,0,0,0,29,0,284,84,88,136,190,203,17,33,0,1500000US261635632001
1061,0,0,0,0,0,0,0,0,0,0,36,0,43,13,0,332,9,87,248,40,102,139,12,0,1500000US261635632002
817,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,279,0,79,172,30,188,63,0,0,1500000US261635633001
1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,93,184,73,365,236,9,0,1500000US261635633002
723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,10,90,81,121,169,109,57,27,1500000US261635634001
470,0,0,0,0,0,0,0,0,0,21,0,0,2,6,16,55,0,65,40,0,161,93,0,11,1500000US261635634002
974,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,173,8,40,182,47,275,197,12,21,1500000US261635634003
1264,8,0,0,0,0,0,0,8,0,0,8,17,19,0,20,197,49,81,195,152,354,120,15,21,1500000US261635634004
1629,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,33,111,218,190,542,217,30,52,1500000US261635635001
1696,41,0,0,0,0,15,0,0,10,0,0,23,0,9,9,201,9,77,176,137,665,233,44,47,1500000US261635635002
737,2,0,0,0,0,0,0,0,0,0,0,0,10,1,0,41,21,11,70,101,336,118,9,17,1500000US261635635003
1317,0,0,0,0,0,0,0,18,0,0,15,0,19,0,13,148,17,74,129,116,473,237,35,23,1500000US261635636001
816,0,0,0,0,0,0,0,0,0,0,26,0,0,0,14,176,15,22,151,71,184,142,7,8,1500000US261635637001
423,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,64,7,23,63,10,151,77,19,0,1500000US261635637002
1720,0,0,0,0,0,0,0,0,0,0,7,4,11,18,5,435,26,136,309,109,408,191,0,61,1500000US261635638001
