Estimate!!Total,GEO_ID
1334,1500000US261635670002
724,1500000US261635670003
1216,1500000US261635671001
1458,1500000US261635671002
888,1500000US261635671003
1625,1500000US261635672011
1000,1500000US261635672012
967,1500000US261635672013
1116,1500000US261635672021
1649,1500000US261635672022
833,1500000US261635673001
1297,1500000US261635673002
914,1500000US261635673003
677,1500000US261635673004
684,1500000US261635673005
1236,1500000US261635674001
1528,1500000US261635674002
1363,1500000US261635678001
1404,1500000US261635678002
687,1500000US261635678003
1455,1500000US261635678004
756,1500000US261635679001
565,1500000US261635679002
1658,1500000US261635679003
845,1500000US261635680001
1367,1500000US261635680002
807,1500000US261635682001
1500,1500000US261635682002
1782,1500000US261635682003
452,1500000US261635683001
868,1500000US261635683002
1079,1500000US261635683003
1446,1500000US261635683004
591,1500000US261635684001
706,1500000US261635684002
975,1500000US261635684003
1419,1500000US261635684004
1223,1500000US261635685001
807,1500000US261635685002
1008,1500000US261635685003
696,1500000US261635685004
1102,1500000US261635687001
813,1500000US261635687002
585,1500000US261635687003
1094,1500000US261635687004
590,1500000US261635688001
2548,1500000US261635688002
1569,1500000US261635689001
1207,1500000US261635689002
1421,1500000US261635691001
1062,1500000US261635691002
464,1500000US261635692001
832,1500000US261635692002
487,1500000US261635692003
675,1500000US261635692004
1657,1500000US261635693001
1770,1500000US261635693002
877,1500000US261635694001
447,1500000US261635694002
1319,1500000US261635694003
1726,1500000US261635695001
976,1500000US261635695002
550,1500000US261635696001
1092,1500000US261635696002
881,1500000US261635696003
989,1500000US261635696004
1349,1500000US261635697001
1298,1500000US261635697002
698,1500000US261635697003
1229,1500000US261635697004
834,1500000US261635698001
741,1500000US261635698002
645,1500000US261635698003
1321,1500000US261635699001
1343,1500000US261635699002
965,1500000US261635701001
1471,1500000US261635701002
1875,1500000US261635701003
731,1500000US261635702001
1107,1500000US261635702002
775,1500000US261635702003
691,1500000US261635704001
561,1500000US261635704002
1403,1500000US261635704003
1801,1500000US261635704004
797,1500000US261635704005
963,1500000US261635705001
1068,1500000US261635705002
676,1500000US261635705003
575,1500000US261635705004
840,1500000US261635706001
1433,1500000US261635706002
676,1500000US261635708001
1170,1500000US261635708002
1125,1500000US261635708003
494,1500000US261635709001
745,1500000US261635709002
663,1500000US261635709003
536,1500000US261635710001
478,1500000US261635710002
349,1500000US261635710003
552,1500000US261635710004
1133,1500000US261635715001
1130,1500000US261635715002
1001,1500000US261635715003
1437,1500000US261635715004
1842,1500000US261635716001
1137,1500000US261635717001
1259,1500000US261635717002
774,1500000US261635718001
1143,1500000US261635718002
966,1500000US261635718003
845,1500000US261635719001
667,1500000US261635719002
1223,1500000US261635719003
1408,1500000US261635720001
631,1500000US261635720002
1557,1500000US261635721001
1327,1500000US261635721002
598,1500000US261635721003
1058,1500000US261635721004
1302,1500000US261635721005
349,1500000US261635722001
1063,1500000US261635722002
1328,1500000US261635722003
1601,1500000US261635722004
1805,1500000US261635722005
812,1500000US261635724001
595,1500000US261635724002
1003,1500000US261635725001
854,1500000US261635725002
793,1500000US261635726001
1239,1500000US261635726002
621,1500000US261635726003
942,1500000US261635726004
1389,1500000US261635726005
1228,1500000US261635727001
1144,1500000US261635727002
673,1500000US261635727003
1222,1500000US261635727004
1008,1500000US261635728001
1078,1500000US261635728002
794,1500000US261635728003
687,1500000US261635728004
697,1500000US261635728005
770,1500000US261635728006
944,1500000US261635729001
702,1500000US261635729002
915,1500000US261635729003
1420,1500000US261635730001
1665,1500000US261635730002
2034,1500000US261635731001
2044,1500000US261635731002
1804,1500000US261635733001
2425,1500000US261635733002
503,1500000US261635734001
763,1500000US261635734002
1289,1500000US261635734003
1061,1500000US261635734004
2034,1500000US261635735001
2421,1500000US261635735002
1353,1500000US261635736001
1189,1500000US261635736002
958,1500000US261635736003
1024,1500000US261635736004
1035,1500000US261635736005
614,1500000US261635736006
989,1500000US261635737011
901,1500000US261635737012
1771,1500000US261635737021
1506,1500000US261635737022
996,1500000US261635737023
1831,1500000US261635737024
538,1500000US261635737025
1432,1500000US261635738001
1062,1500000US261635738002
825,1500000US261635738003
1911,1500000US261635738004
2390,1500000US261635739001
2862,1500000US261635739002
760,1500000US261635740001
1891,1500000US261635740002
1224,1500000US261635740003
2004,1500000US261635740004
1308,1500000US261635741001
1486,1500000US261635741002
674,1500000US261635741003
931,1500000US261635741004
1298,1500000US261635742021
1650,1500000US261635742022
26,1500000US261635743001
2131,1500000US261635743002
1244,1500000US261635743003
912,1500000US261635746001
756,1500000US261635746002
424,1500000US261635746003
721,1500000US261635746004
614,1500000US261635746005
438,1500000US261635746006
546,1500000US261635746007
1493,1500000US261635747001
513,1500000US261635747002
1262,1500000US261635747003
505,1500000US261635747004
961,1500000US261635747005
558,1500000US261635748001
706,1500000US261635748002
332,1500000US261635748003
930,1500000US261635748004
1289,1500000US261635748005
535,1500000US261635749001
1065,1500000US261635749002
879,1500000US261635750001
1097,1500000US261635750002
748,1500000US261635750003
1050,1500000US261635750004
514,1500000US261635751001
791,1500000US261635751002
958,1500000US261635751003
610,1500000US261635752001
1244,1500000US261635752002
786,1500000US261635752003
1089,1500000US261635752004
990,1500000US261635753001
572,1500000US261635753002
748,1500000US261635753003
517,1500000US261635753004
465,1500000US261635753005
510,1500000US261635754001
714,1500000US261635754002
664,1500000US261635754003
1088,1500000US261635754004
645,1500000US261635755001
1085,1500000US261635755002
928,1500000US261635755003
769,1500000US261635755004
1082,1500000US261635756001
542,1500000US261635756002
1055,1500000US261635760001
823,1500000US261635760002
1305,1500000US261635761001
2262,1500000US261635761002
919,1500000US261635761003
1141,1500000US261635761004
443,1500000US261635761005
602,1500000US261635762001
854,1500000US261635762002
765,1500000US261635762003
759,1500000US261635763001
902,1500000US261635763002
824,1500000US261635763003
1421,1500000US261635764001
743,1500000US261635764002
1377,1500000US261635764003
878,1500000US261635765001
775,1500000US261635765002
630,1500000US261635765003
734,1500000US261635765004
767,1500000US261635765005
535,1500000US261635766001
1343,1500000US261635766002
1591,1500000US261635766003
535,1500000US261635766004
916,1500000US261635767001
1301,1500000US261635767002
1016,1500000US261635767003
846,1500000US261635770001
456,1500000US261635770002
1192,1500000US261635770003
561,1500000US261635770004
706,1500000US261635770005
675,1500000US261635771001
466,1500000US261635771002
798,1500000US261635771003
489,1500000US261635771004
1037,1500000US261635772001
1033,1500000US261635772002
1227,1500000US261635772003
885,1500000US261635773001
745,1500000US261635773002
921,1500000US261635773003
608,1500000US261635773004
745,1500000US261635774001
478,1500000US261635774002
723,1500000US261635774003
744,1500000US261635774004
858,1500000US261635774005
913,1500000US261635775001
364,1500000US261635775002
770,1500000US261635775003
1010,1500000US261635775004
637,1500000US261635776001
1088,1500000US261635776002
848,1500000US261635776003
874,1500000US261635776004
1256,1500000US261635777001
1135,1500000US261635777002
800,1500000US261635778001
882,1500000US261635778002
951,1500000US261635778003
1059,1500000US261635778004
1065,1500000US261635778005
643,1500000US261635779001
999,1500000US261635779002
1421,1500000US261635779003
404,1500000US261635779004
858,1500000US261635779005
935,1500000US261635780001
1064,1500000US261635780002
528,1500000US261635780003
777,1500000US261635785001
1834,1500000US261635785002
758,1500000US261635785003
970,1500000US261635785004
763,1500000US261635785005
1290,1500000US261635786001
1975,1500000US261635786002
1981,1500000US261635786003
832,1500000US261635791001
738,1500000US261635791002
751,1500000US261635792001
1525,1500000US261635792002
564,1500000US261635792003
696,1500000US261635792004
553,1500000US261635793001
1843,1500000US261635793002
328,1500000US261635795001
1423,1500000US261635795002
270,1500000US261635796001
688,1500000US261635796002
699,1500000US261635796003
1082,1500000US261635796004
1007,1500000US261635797001
1289,1500000US261635797002
766,1500000US261635797003
932,1500000US261635798001
948,1500000US261635798002
1839,1500000US261635799001
629,1500000US261635799002
1159,1500000US261635799003
1315,1500000US261635799004
730,1500000US261635801001
630,1500000US261635801002
650,1500000US261635801003
684,1500000US261635802001
789,1500000US261635802002
502,1500000US261635802003
913,1500000US261635802004
946,1500000US261635803001
960,1500000US261635803002
991,1500000US261635803003
1412,1500000US261635804001
1191,1500000US261635804002
845,1500000US261635805001
878,1500000US261635805002
1080,1500000US261635805003
739,1500000US261635806001
1113,1500000US261635806002
1000,1500000US261635806003
644,1500000US261635807001
685,1500000US261635807002
562,1500000US261635807003
997,1500000US261635807004
880,1500000US261635807005
561,1500000US261635808001
894,1500000US261635808002
840,1500000US261635809001
1333,1500000US261635809002
747,1500000US261635809003
848,1500000US261635809004
729,1500000US261635811001
2165,1500000US261635811002
853,1500000US261635811003
1522,1500000US261635812001
1825,1500000US261635812002
1058,1500000US261635815001
1171,1500000US261635815002
1380,1500000US261635816001
1105,1500000US261635816002
1637,1500000US261635816003
1856,1500000US261635816004
543,1500000US261635818001
1293,1500000US261635818002
894,1500000US261635818003
539,1500000US261635819001
623,1500000US261635819002
704,1500000US261635819003
652,1500000US261635819004
1442,1500000US261635819005
728,1500000US261635820001
779,1500000US261635820002
1728,1500000US261635820003
786,1500000US261635821001
764,1500000US261635821002
567,1500000US261635821003
804,1500000US261635821004
1018,1500000US261635821005
449,1500000US261635830001
787,1500000US261635830002
1390,1500000US261635830003
768,1500000US261635831001
675,1500000US261635831002
406,1500000US261635831003
986,1500000US261635831004
680,1500000US261635831005
653,1500000US261635832001
796,1500000US261635832002
796,1500000US261635832003
1314,1500000US261635833001
1348,1500000US261635833002
838,1500000US261635834001
856,1500000US261635834002
757,1500000US261635834003
1786,1500000US261635834004
894,1500000US261635834005
901,1500000US261635835001
785,1500000US261635835002
938,1500000US261635835003
918,1500000US261635836001
382,1500000US261635836002
1312,1500000US261635836003
531,1500000US261635837001
747,1500000US261635837002
951,1500000US261635837003
1383,1500000US261635837004
1167,1500000US261635838001
1165,1500000US261635838002
2544,1500000US261635838003
1465,1500000US261635839001
890,1500000US261635839002
1599,1500000US261635839003
2648,1500000US261635840001
770,1500000US261635840002
941,1500000US261635840003
696,1500000US261635841001
901,1500000US261635841002
1738,1500000US261635842001
1982,1500000US261635842002
922,1500000US261635843001
949,1500000US261635843002
1038,1500000US261635844001
2073,1500000US261635844002
1589,1500000US261635845001
1073,1500000US261635845002
1107,1500000US261635846001
809,1500000US261635846002
1199,1500000US261635847001
989,1500000US261635847002
1211,1500000US261635848001
1801,1500000US261635848002
1655,1500000US261635848003
1431,1500000US261635848004
1219,1500000US261635855001
511,1500000US261635855002
2573,1500000US261635856001
1091,1500000US261635856002
875,1500000US261635857001
839,1500000US261635857002
2902,1500000US261635858001
1356,1500000US261635858002
439,1500000US261635859001
409,1500000US261635859002
1211,1500000US261635859003
861,1500000US261635859004
1126,1500000US261635862001
3379,1500000US261635862002
1330,1500000US261635862003
1288,1500000US261635862004
1201,1500000US261635863001
897,1500000US261635863002
1366,1500000US261635870001
927,1500000US261635870002
1596,1500000US261635870003
2441,1500000US261635879001
1845,1500000US261635879002
1880,1500000US261635879003
1098,1500000US261635880001
2779,1500000US261635880002
2045,1500000US261635880003
1252,1500000US261635881001
1113,1500000US261635881002
1951,1500000US261635882001
1411,1500000US261635882002
736,1500000US261635883001
1697,1500000US261635883002
2717,1500000US261635883003
3590,1500000US261635884001
951,1500000US261635884002
829,1500000US261635884003
1590,1500000US261635893001
919,1500000US261635893002
924,1500000US261635893003
535,1500000US261635893004
1010,1500000US261635894001
487,1500000US261635894002
1664,1500000US261635894003
1439,1500000US261635894004
786,1500000US261635894005
2584,1500000US261635904001
1658,1500000US261635904002
2998,1500000US261635904003
1639,1500000US261635905001
1719,1500000US261635905002
1780,1500000US261635905003
1188,1500000US261635905004
1442,1500000US261635906001
959,1500000US261635906002
2191,1500000US261635915011
1168,1500000US261635915012
3292,1500000US261635915021
830,1500000US261635916001
1440,1500000US261635916002
1750,1500000US261635917001
868,1500000US261635917002
4091,1500000US261635917003
1562,1500000US261635918001
2454,1500000US261635918002
1806,1500000US261635918003
1799,1500000US261635919001
1678,1500000US261635919002
1146,1500000US261635919003
1021,1500000US261635919004
1077,1500000US261635920001
3415,1500000US261635920002
1917,1500000US261635930001
2164,1500000US261635930002
1408,1500000US261635930003
2466,1500000US261635932001
1214,1500000US261635932002
1538,1500000US261635933001
1811,1500000US261635933002
725,1500000US261635940001
880,1500000US261635940002
905,1500000US261635940003
1362,1500000US261635941001
1011,1500000US261635941002
659,1500000US261635941003
1155,1500000US261635941004
922,1500000US261635942001
484,1500000US261635942002
1070,1500000US261635942003
1083,1500000US261635943001
922,1500000US261635943002
1016,1500000US261635943003
2106,1500000US261635944001
667,1500000US261635944002
1555,1500000US261635945001
1773,1500000US261635945002
698,1500000US261635950001
1020,1500000US261635950002
610,1500000US261635950003
951,1500000US261635950004
576,1500000US261635950005
1799,1500000US261635951001
1797,1500000US261635951002
743,1500000US261635951003
1130,1500000US261635951004
821,1500000US261635952001
981,1500000US261635952002
1011,1500000US261635952003
545,1500000US261635961001
959,1500000US261635961002
1376,1500000US261635961003
607,1500000US261635961004
1350,1500000US261635962001
1097,1500000US261635962002
1550,1500000US261635962003
1752,1500000US261635963001
923,1500000US261635963002
1419,1500000US261635970001
813,1500000US261635970002
2303,1500000US261635970003
810,1500000US261635980001
831,1500000US261635980002
1037,1500000US261635980003
508,1500000US261635980004
1379,1500000US261635990001
2592,1500000US261635990002
1704,1500000US261635990003
615,1500000US261635991001
1112,1500000US261635991002
419,1500000US261635991003
2146,1500000US261635991004
0,1500000US261639850001
200,1500000US261639851001
0,1500000US261639852001
233,1500000US261639853001
20,1500000US261639854001
0,1500000US261639855001
0,1500000US261639856001
0,1500000US261639857001
0,1500000US261639859001
0,1500000US261639901000
0,1500000US261639902000
