Total:,Not Hispanic or Latino,Hispanic or Latino,GEO_ID
614,595,19,1500000US261635506001
1196,1172,24,1500000US261635506002
609,609,0,1500000US261635506003
1068,1068,0,1500000US261635507001
676,676,0,1500000US261635507002
762,753,9,1500000US261635507003
471,471,0,1500000US261635507004
931,931,0,1500000US261635507005
1375,1201,174,1500000US261635507006
747,747,0,1500000US261635508001
719,693,26,1500000US261635508002
883,883,0,1500000US261635509001
962,946,16,1500000US261635509002
890,831,59,1500000US261635509003
1271,1250,21,1500000US261635511001
1239,1234,5,1500000US261635511002
1293,1265,28,1500000US261635511003
1107,1060,47,1500000US261635511004
797,757,40,1500000US261635512001
545,539,6,1500000US261635512002
770,762,8,1500000US261635512003
1142,1135,7,1500000US261635512004
748,738,10,1500000US261635512005
394,386,8,1500000US261635513001
637,637,0,1500000US261635513002
1529,1523,6,1500000US261635513003
1070,1059,11,1500000US261635513004
1020,1020,0,1500000US261635514001
1009,1009,0,1500000US261635514002
1166,1166,0,1500000US261635514003
1011,973,38,1500000US261635514004
1183,1183,0,1500000US261635515001
1284,1243,41,1500000US261635515002
1220,1220,0,1500000US261635516001
1678,1678,0,1500000US261635516002
694,685,9,1500000US261635516003
1032,1008,24,1500000US261635517001
1227,1227,0,1500000US261635517002
947,937,10,1500000US261635517003
945,945,0,1500000US261635518001
1559,1499,60,1500000US261635518002
876,830,46,1500000US261635518003
1843,1843,0,1500000US261635520001
1455,1424,31,1500000US261635520002
537,499,38,1500000US261635521001
599,599,0,1500000US261635521002
825,800,25,1500000US261635521003
714,714,0,1500000US261635521004
1139,1139,0,1500000US261635521005
1576,1576,0,1500000US261635522001
1187,1187,0,1500000US261635522002
946,933,13,1500000US261635522003
1199,1199,0,1500000US261635523001
937,814,123,1500000US261635523002
1068,1068,0,1500000US261635523003
1046,1029,17,1500000US261635524001
1796,1779,17,1500000US261635524002
556,537,19,1500000US261635528001
530,530,0,1500000US261635528002
822,822,0,1500000US261635528003
1501,1501,0,1500000US261635528004
1546,1546,0,1500000US261635528005
593,593,0,1500000US261635530001
413,404,9,1500000US261635530002
111,111,0,1500000US261635531001
952,952,0,1500000US261635531002
602,602,0,1500000US261635531003
381,381,0,1500000US261635532001
280,280,0,1500000US261635532002
778,778,0,1500000US261635533001
330,326,4,1500000US261635533002
366,363,3,1500000US261635534001
2232,2232,0,1500000US261635534002
1282,1213,69,1500000US261635536001
477,477,0,1500000US261635536002
513,429,84,1500000US261635536003
529,529,0,1500000US261635538001
471,469,2,1500000US261635538002
557,557,0,1500000US261635538003
742,734,8,1500000US261635541001
1151,1124,27,1500000US261635541002
582,582,0,1500000US261635541003
1477,1427,50,1500000US261635541004
866,815,51,1500000US261635542001
517,517,0,1500000US261635542002
1437,1203,234,1500000US261635542003
425,386,39,1500000US261635542004
467,467,0,1500000US261635543001
945,945,0,1500000US261635543002
969,952,17,1500000US261635543003
800,800,0,1500000US261635543004
1514,1514,0,1500000US261635543005
802,802,0,1500000US261635544001
1118,1118,0,1500000US261635544002
538,538,0,1500000US261635544003
713,700,13,1500000US261635544004
1231,1212,19,1500000US261635545001
1494,1475,19,1500000US261635545002
986,950,36,1500000US261635546001
1241,1175,66,1500000US261635546002
436,423,13,1500000US261635546003
985,970,15,1500000US261635546004
970,956,14,1500000US261635547001
618,531,87,1500000US261635547002
1331,1262,69,1500000US261635547003
366,366,0,1500000US261635548001
759,759,0,1500000US261635548002
891,738,153,1500000US261635548003
1366,1321,45,1500000US261635548004
1371,1351,20,1500000US261635549001
571,571,0,1500000US261635549002
1656,1628,28,1500000US261635549003
602,602,0,1500000US261635551001
728,686,42,1500000US261635551002
1814,1790,24,1500000US261635551003
1398,1344,54,1500000US261635551004
1760,1580,180,1500000US261635553001
1347,1325,22,1500000US261635553002
705,700,5,1500000US261635554001
700,700,0,1500000US261635554002
979,905,74,1500000US261635554003
1711,1704,7,1500000US261635555001
1200,1200,0,1500000US261635555002
949,949,0,1500000US261635556001
1850,1566,284,1500000US261635556002
593,577,16,1500000US261635561001
733,733,0,1500000US261635561002
1029,936,93,1500000US261635561003
932,896,36,1500000US261635561004
1110,1056,54,1500000US261635562001
669,654,15,1500000US261635562002
945,932,13,1500000US261635562003
789,789,0,1500000US261635563001
923,923,0,1500000US261635563002
1604,1563,41,1500000US261635563003
1212,1202,10,1500000US261635564001
683,683,0,1500000US261635564002
2451,2443,8,1500000US261635564003
2187,2187,0,1500000US261635565001
783,783,0,1500000US261635566001
1294,1283,11,1500000US261635566002
1440,1440,0,1500000US261635566003
1040,1016,24,1500000US261635567001
1516,1468,48,1500000US261635567002
835,825,10,1500000US261635568001
927,906,21,1500000US261635568002
1104,1085,19,1500000US261635569001
1599,1576,23,1500000US261635569002
1164,1164,0,1500000US261635569003
1125,1104,21,1500000US261635570001
931,821,110,1500000US261635570002
1171,1125,46,1500000US261635570003
629,629,0,1500000US261635571001
799,799,0,1500000US261635571002
1054,1043,11,1500000US261635571003
685,649,36,1500000US261635572001
1365,1309,56,1500000US261635572002
791,736,55,1500000US261635573001
1439,1345,94,1500000US261635573002
1331,1331,0,1500000US261635574001
1813,1813,0,1500000US261635574002
1068,1068,0,1500000US261635575001
1231,1208,23,1500000US261635575002
931,931,0,1500000US261635575003
730,730,0,1500000US261635575004
1366,1356,10,1500000US261635576001
811,811,0,1500000US261635576002
610,585,25,1500000US261635576003
1037,1037,0,1500000US261635577001
1196,1196,0,1500000US261635577002
943,936,7,1500000US261635577003
1012,1004,8,1500000US261635577004
1526,1476,50,1500000US261635579001
1082,1053,29,1500000US261635579002
2118,2045,73,1500000US261635579003
1041,1036,5,1500000US261635580001
1391,1366,25,1500000US261635580002
1071,996,75,1500000US261635580003
692,692,0,1500000US261635580004
1354,1351,3,1500000US261635581001
1123,1022,101,1500000US261635581002
916,905,11,1500000US261635581003
1122,1122,0,1500000US261635582001
713,705,8,1500000US261635582002
1097,1081,16,1500000US261635582003
1567,1558,9,1500000US261635582004
919,847,72,1500000US261635583001
820,803,17,1500000US261635583002
1322,1302,20,1500000US261635584001
1187,1152,35,1500000US261635584002
1521,1504,17,1500000US261635584003
779,779,0,1500000US261635585001
776,771,5,1500000US261635585002
1517,1480,37,1500000US261635585003
889,860,29,1500000US261635585004
967,886,81,1500000US261635586001
820,795,25,1500000US261635586002
713,665,48,1500000US261635587001
875,875,0,1500000US261635587002
1050,1037,13,1500000US261635587003
1316,1242,74,1500000US261635588001
1259,1250,9,1500000US261635588002
954,909,45,1500000US261635589001
837,833,4,1500000US261635589002
695,680,15,1500000US261635590001
681,674,7,1500000US261635590002
1346,1201,145,1500000US261635590003
1737,1576,161,1500000US261635591001
684,627,57,1500000US261635591002
1154,1072,82,1500000US261635592001
988,949,39,1500000US261635592002
1233,1215,18,1500000US261635601001
991,982,9,1500000US261635601002
470,470,0,1500000US261635601003
990,913,77,1500000US261635602001
655,655,0,1500000US261635602002
2161,1936,225,1500000US261635602003
1391,1238,153,1500000US261635602004
1165,1132,33,1500000US261635603001
1486,1418,68,1500000US261635603002
667,667,0,1500000US261635603003
2594,2568,26,1500000US261635604001
1577,1550,27,1500000US261635604002
760,760,0,1500000US261635604003
441,411,30,1500000US261635604004
643,643,0,1500000US261635604005
3566,3388,178,1500000US261635612001
3393,3368,25,1500000US261635612002
6436,6380,56,1500000US261635613001
1144,1103,41,1500000US261635613002
1093,1065,28,1500000US261635616001
998,956,42,1500000US261635616002
1574,1505,69,1500000US261635616003
12,11,1,1500000US261635617001
2211,2169,42,1500000US261635617002
2844,2681,163,1500000US261635619001
2641,2641,0,1500000US261635619002
1392,1292,100,1500000US261635619003
1051,931,120,1500000US261635623001
1209,1209,0,1500000US261635623002
1251,1251,0,1500000US261635624001
1886,1886,0,1500000US261635624002
974,974,0,1500000US261635624003
1133,1133,0,1500000US261635624004
696,683,13,1500000US261635625001
1138,1120,18,1500000US261635625002
1253,1240,13,1500000US261635626001
745,745,0,1500000US261635626002
1761,1728,33,1500000US261635626003
1445,1422,23,1500000US261635627001
788,788,0,1500000US261635627002
1298,1285,13,1500000US261635627003
1212,1204,8,1500000US261635628001
1585,1562,23,1500000US261635628002
616,609,7,1500000US261635628003
1119,1089,30,1500000US261635629001
1051,1030,21,1500000US261635629002
1213,1069,144,1500000US261635629003
1487,1487,0,1500000US261635632001
1650,1598,52,1500000US261635632002
952,941,11,1500000US261635633001
1871,1826,45,1500000US261635633002
975,975,0,1500000US261635634001
699,699,0,1500000US261635634002
1583,1573,10,1500000US261635634003
1747,1736,11,1500000US261635634004
2423,2407,16,1500000US261635635001
2408,2342,66,1500000US261635635002
1145,1145,0,1500000US261635635003
1956,1930,26,1500000US261635636001
1056,1030,26,1500000US261635637001
673,669,4,1500000US261635637002
2351,2325,26,1500000US261635638001
764,748,16,1500000US261635638002
2315,2249,66,1500000US261635639001
261,246,15,1500000US261635640001
1702,1671,31,1500000US261635640002
1334,1314,20,1500000US261635641001
937,892,45,1500000US261635641002
2095,1958,137,1500000US261635641003
765,758,7,1500000US261635642001
2200,2192,8,1500000US261635642002
1167,1152,15,1500000US261635642003
1614,1537,77,1500000US261635643001
914,834,80,1500000US261635643002
4020,3977,43,1500000US261635644011
1295,1295,0,1500000US261635644012
5678,5485,193,1500000US261635644021
4979,4701,278,1500000US261635645011
1746,1727,19,1500000US261635645021
2012,1931,81,1500000US261635645022
1816,1712,104,1500000US261635645031
1654,1607,47,1500000US261635645032
7404,6900,504,1500000US261635645041
1450,1450,0,1500000US261635646001
1689,1647,42,1500000US261635646002
2982,2862,120,1500000US261635646003
2170,2098,72,1500000US261635647001
2327,2327,0,1500000US261635647002
954,886,68,1500000US261635648001
2623,2531,92,1500000US261635648002
1084,1084,0,1500000US261635648003
1904,1857,47,1500000US261635649001
1209,1190,19,1500000US261635650001
1378,1368,10,1500000US261635650002
2502,2483,19,1500000US261635650003
1149,1129,20,1500000US261635651001
2366,2231,135,1500000US261635651002
3079,2969,110,1500000US261635652001
1364,1124,240,1500000US261635652002
878,878,0,1500000US261635652003
2127,2025,102,1500000US261635653001
1703,1694,9,1500000US261635653002
2239,2239,0,1500000US261635653003
1315,1315,0,1500000US261635656001
796,793,3,1500000US261635656002
1716,1611,105,1500000US261635657001
1410,1385,25,1500000US261635657002
1245,1232,13,1500000US261635658001
1463,1406,57,1500000US261635658002
842,763,79,1500000US261635658003
1643,1609,34,1500000US261635659001
970,930,40,1500000US261635659002
506,481,25,1500000US261635664001
409,384,25,1500000US261635664002
936,936,0,1500000US261635665001
1399,1377,22,1500000US261635665002
555,555,0,1500000US261635666001
1412,1316,96,1500000US261635666002
577,480,97,1500000US261635667001
1862,1851,11,1500000US261635667002
1708,1601,107,1500000US261635667003
914,903,11,1500000US261635668001
711,677,34,1500000US261635668002
1062,939,123,1500000US261635668003
1114,1114,0,1500000US261635669001
1334,1307,27,1500000US261635669002
1158,1104,54,1500000US261635669003
1319,1292,27,1500000US261635669004
1520,1220,300,1500000US261635670001
1334,1334,0,1500000US261635670002
724,672,52,1500000US261635670003
1216,1114,102,1500000US261635671001
1458,1438,20,1500000US261635671002
888,831,57,1500000US261635671003
1625,1535,90,1500000US261635672011
1000,1000,0,1500000US261635672012
967,967,0,1500000US261635672013
1116,1116,0,1500000US261635672021
1649,1636,13,1500000US261635672022
833,820,13,1500000US261635673001
1297,1244,53,1500000US261635673002
914,893,21,1500000US261635673003
677,677,0,1500000US261635673004
684,622,62,1500000US261635673005
1236,1184,52,1500000US261635674001
1528,1528,0,1500000US261635674002
1363,1293,70,1500000US261635678001
1404,1404,0,1500000US261635678002
687,655,32,1500000US261635678003
1455,1376,79,1500000US261635678004
756,756,0,1500000US261635679001
565,534,31,1500000US261635679002
1658,1557,101,1500000US261635679003
845,773,72,1500000US261635680001
1367,1264,103,1500000US261635680002
807,796,11,1500000US261635682001
1500,1480,20,1500000US261635682002
1782,1659,123,1500000US261635682003
452,382,70,1500000US261635683001
868,859,9,1500000US261635683002
1079,1079,0,1500000US261635683003
1446,1359,87,1500000US261635683004
591,591,0,1500000US261635684001
706,633,73,1500000US261635684002
975,927,48,1500000US261635684003
1419,1367,52,1500000US261635684004
1223,1151,72,1500000US261635685001
807,798,9,1500000US261635685002
1008,921,87,1500000US261635685003
696,677,19,1500000US261635685004
1102,1045,57,1500000US261635687001
813,736,77,1500000US261635687002
585,585,0,1500000US261635687003
1094,1094,0,1500000US261635687004
590,543,47,1500000US261635688001
2548,2486,62,1500000US261635688002
1569,1431,138,1500000US261635689001
1207,1190,17,1500000US261635689002
1421,1351,70,1500000US261635691001
1062,994,68,1500000US261635691002
464,446,18,1500000US261635692001
832,730,102,1500000US261635692002
487,450,37,1500000US261635692003
675,654,21,1500000US261635692004
1657,1592,65,1500000US261635693001
1770,1564,206,1500000US261635693002
877,868,9,1500000US261635694001
447,437,10,1500000US261635694002
1319,1291,28,1500000US261635694003
1726,1719,7,1500000US261635695001
976,926,50,1500000US261635695002
550,512,38,1500000US261635696001
1092,1092,0,1500000US261635696002
881,867,14,1500000US261635696003
989,989,0,1500000US261635696004
1349,1349,0,1500000US261635697001
1298,1262,36,1500000US261635697002
698,698,0,1500000US261635697003
1229,1204,25,1500000US261635697004
834,799,35,1500000US261635698001
741,736,5,1500000US261635698002
645,597,48,1500000US261635698003
1321,1314,7,1500000US261635699001
1343,1199,144,1500000US261635699002
965,965,0,1500000US261635701001
1471,1471,0,1500000US261635701002
1875,1707,168,1500000US261635701003
731,673,58,1500000US261635702001
1107,1035,72,1500000US261635702002
775,775,0,1500000US261635702003
691,691,0,1500000US261635704001
561,561,0,1500000US261635704002
1403,1403,0,1500000US261635704003
1801,1640,161,1500000US261635704004
797,797,0,1500000US261635704005
963,938,25,1500000US261635705001
1068,994,74,1500000US261635705002
676,676,0,1500000US261635705003
575,536,39,1500000US261635705004
840,840,0,1500000US261635706001
1433,1402,31,1500000US261635706002
676,658,18,1500000US261635708001
1170,1137,33,1500000US261635708002
1125,1050,75,1500000US261635708003
494,450,44,1500000US261635709001
745,745,0,1500000US261635709002
663,635,28,1500000US261635709003
536,516,20,1500000US261635710001
478,475,3,1500000US261635710002
349,334,15,1500000US261635710003
552,533,19,1500000US261635710004
1133,1100,33,1500000US261635715001
1130,1103,27,1500000US261635715002
1001,1001,0,1500000US261635715003
1437,1418,19,1500000US261635715004
1842,1814,28,1500000US261635716001
1137,1121,16,1500000US261635717001
1259,1179,80,1500000US261635717002
774,761,13,1500000US261635718001
1143,956,187,1500000US261635718002
966,871,95,1500000US261635718003
845,818,27,1500000US261635719001
667,636,31,1500000US261635719002
1223,1187,36,1500000US261635719003
1408,1369,39,1500000US261635720001
631,626,5,1500000US261635720002
1557,1546,11,1500000US261635721001
1327,1326,1,1500000US261635721002
598,598,0,1500000US261635721003
1058,1058,0,1500000US261635721004
1302,1286,16,1500000US261635721005
349,302,47,1500000US261635722001
1063,1063,0,1500000US261635722002
1328,1328,0,1500000US261635722003
1601,1495,106,1500000US261635722004
1805,1793,12,1500000US261635722005
812,811,1,1500000US261635724001
595,586,9,1500000US261635724002
1003,945,58,1500000US261635725001
854,842,12,1500000US261635725002
793,762,31,1500000US261635726001
1239,1225,14,1500000US261635726002
621,566,55,1500000US261635726003
942,731,211,1500000US261635726004
1389,1238,151,1500000US261635726005
1228,1032,196,1500000US261635727001
1144,1093,51,1500000US261635727002
673,626,47,1500000US261635727003
1222,1073,149,1500000US261635727004
1008,746,262,1500000US261635728001
1078,930,148,1500000US261635728002
794,766,28,1500000US261635728003
687,687,0,1500000US261635728004
697,697,0,1500000US261635728005
770,770,0,1500000US261635728006
944,894,50,1500000US261635729001
702,677,25,1500000US261635729002
915,915,0,1500000US261635729003
1420,1380,40,1500000US261635730001
1665,1665,0,1500000US261635730002
2034,1902,132,1500000US261635731001
2044,2044,0,1500000US261635731002
1804,1674,130,1500000US261635733001
2425,2420,5,1500000US261635733002
503,497,6,1500000US261635734001
763,763,0,1500000US261635734002
1289,1289,0,1500000US261635734003
1061,1061,0,1500000US261635734004
2034,2028,6,1500000US261635735001
2421,2421,0,1500000US261635735002
1353,1353,0,1500000US261635736001
1189,1142,47,1500000US261635736002
958,924,34,1500000US261635736003
1024,1008,16,1500000US261635736004
1035,1035,0,1500000US261635736005
614,582,32,1500000US261635736006
989,959,30,1500000US261635737011
901,901,0,1500000US261635737012
1771,1763,8,1500000US261635737021
1506,1489,17,1500000US261635737022
996,996,0,1500000US261635737023
1831,1831,0,1500000US261635737024
538,537,1,1500000US261635737025
1432,1432,0,1500000US261635738001
1062,1038,24,1500000US261635738002
825,818,7,1500000US261635738003
1911,1878,33,1500000US261635738004
2390,2326,64,1500000US261635739001
2862,2862,0,1500000US261635739002
760,760,0,1500000US261635740001
1891,1862,29,1500000US261635740002
1224,1184,40,1500000US261635740003
2004,2004,0,1500000US261635740004
1308,1308,0,1500000US261635741001
1486,1475,11,1500000US261635741002
674,665,9,1500000US261635741003
931,931,0,1500000US261635741004
1298,1275,23,1500000US261635742021
1650,1566,84,1500000US261635742022
26,26,0,1500000US261635743001
2131,2054,77,1500000US261635743002
1244,1223,21,1500000US261635743003
912,848,64,1500000US261635746001
756,756,0,1500000US261635746002
424,356,68,1500000US261635746003
721,721,0,1500000US261635746004
614,572,42,1500000US261635746005
438,364,74,1500000US261635746006
546,515,31,1500000US261635746007
1493,1407,86,1500000US261635747001
513,502,11,1500000US261635747002
1262,1197,65,1500000US261635747003
505,505,0,1500000US261635747004
961,850,111,1500000US261635747005
558,558,0,1500000US261635748001
706,706,0,1500000US261635748002
332,324,8,1500000US261635748003
930,846,84,1500000US261635748004
1289,1289,0,1500000US261635748005
535,521,14,1500000US261635749001
1065,1019,46,1500000US261635749002
879,734,145,1500000US261635750001
1097,1083,14,1500000US261635750002
748,733,15,1500000US261635750003
1050,996,54,1500000US261635750004
514,485,29,1500000US261635751001
791,674,117,1500000US261635751002
958,884,74,1500000US261635751003
610,594,16,1500000US261635752001
1244,1215,29,1500000US261635752002
786,753,33,1500000US261635752003
1089,1035,54,1500000US261635752004
990,965,25,1500000US261635753001
572,563,9,1500000US261635753002
748,740,8,1500000US261635753003
517,465,52,1500000US261635753004
465,438,27,1500000US261635753005
510,460,50,1500000US261635754001
714,694,20,1500000US261635754002
664,664,0,1500000US261635754003
1088,972,116,1500000US261635754004
645,618,27,1500000US261635755001
1085,1004,81,1500000US261635755002
928,900,28,1500000US261635755003
769,746,23,1500000US261635755004
1082,999,83,1500000US261635756001
542,455,87,1500000US261635756002
1055,936,119,1500000US261635760001
823,751,72,1500000US261635760002
1305,1135,170,1500000US261635761001
2262,2030,232,1500000US261635761002
919,546,373,1500000US261635761003
1141,928,213,1500000US261635761004
443,390,53,1500000US261635761005
602,549,53,1500000US261635762001
854,788,66,1500000US261635762002
765,729,36,1500000US261635762003
759,738,21,1500000US261635763001
902,890,12,1500000US261635763002
824,740,84,1500000US261635763003
1421,1290,131,1500000US261635764001
743,667,76,1500000US261635764002
1377,1266,111,1500000US261635764003
878,798,80,1500000US261635765001
775,730,45,1500000US261635765002
630,630,0,1500000US261635765003
734,647,87,1500000US261635765004
767,721,46,1500000US261635765005
535,403,132,1500000US261635766001
1343,1226,117,1500000US261635766002
1591,1453,138,1500000US261635766003
535,526,9,1500000US261635766004
916,850,66,1500000US261635767001
1301,1213,88,1500000US261635767002
1016,914,102,1500000US261635767003
846,545,301,1500000US261635770001
456,286,170,1500000US261635770002
1192,660,532,1500000US261635770003
561,499,62,1500000US261635770004
706,543,163,1500000US261635770005
675,502,173,1500000US261635771001
466,466,0,1500000US261635771002
798,575,223,1500000US261635771003
489,284,205,1500000US261635771004
1037,897,140,1500000US261635772001
1033,719,314,1500000US261635772002
1227,717,510,1500000US261635772003
885,739,146,1500000US261635773001
745,607,138,1500000US261635773002
921,664,257,1500000US261635773003
608,458,150,1500000US261635773004
745,541,204,1500000US261635774001
478,471,7,1500000US261635774002
723,613,110,1500000US261635774003
744,648,96,1500000US261635774004
858,485,373,1500000US261635774005
913,723,190,1500000US261635775001
364,118,246,1500000US261635775002
770,609,161,1500000US261635775003
1010,725,285,1500000US261635775004
637,622,15,1500000US261635776001
1088,981,107,1500000US261635776002
848,660,188,1500000US261635776003
874,653,221,1500000US261635776004
1256,949,307,1500000US261635777001
1135,970,165,1500000US261635777002
800,357,443,1500000US261635778001
882,857,25,1500000US261635778002
951,791,160,1500000US261635778003
1059,984,75,1500000US261635778004
1065,788,277,1500000US261635778005
643,496,147,1500000US261635779001
999,937,62,1500000US261635779002
1421,1261,160,1500000US261635779003
404,381,23,1500000US261635779004
858,749,109,1500000US261635779005
935,848,87,1500000US261635780001
1064,921,143,1500000US261635780002
528,458,70,1500000US261635780003
777,777,0,1500000US261635785001
1834,1404,430,1500000US261635785002
758,630,128,1500000US261635785003
970,847,123,1500000US261635785004
763,526,237,1500000US261635785005
1290,898,392,1500000US261635786001
1975,1641,334,1500000US261635786002
1981,1159,822,1500000US261635786003
832,675,157,1500000US261635791001
738,671,67,1500000US261635791002
751,579,172,1500000US261635792001
1525,736,789,1500000US261635792002
564,468,96,1500000US261635792003
696,661,35,1500000US261635792004
553,553,0,1500000US261635793001
1843,1824,19,1500000US261635793002
328,319,9,1500000US261635795001
1423,936,487,1500000US261635795002
270,270,0,1500000US261635796001
688,688,0,1500000US261635796002
699,651,48,1500000US261635796003
1082,1082,0,1500000US261635796004
1007,488,519,1500000US261635797001
1289,894,395,1500000US261635797002
766,701,65,1500000US261635797003
932,785,147,1500000US261635798001
948,858,90,1500000US261635798002
1839,1777,62,1500000US261635799001
629,629,0,1500000US261635799002
1159,1142,17,1500000US261635799003
1315,1290,25,1500000US261635799004
730,671,59,1500000US261635801001
630,595,35,1500000US261635801002
650,605,45,1500000US261635801003
684,648,36,1500000US261635802001
789,729,60,1500000US261635802002
502,502,0,1500000US261635802003
913,835,78,1500000US261635802004
946,934,12,1500000US261635803001
960,886,74,1500000US261635803002
991,984,7,1500000US261635803003
1412,1412,0,1500000US261635804001
1191,1185,6,1500000US261635804002
845,796,49,1500000US261635805001
878,818,60,1500000US261635805002
1080,1080,0,1500000US261635805003
739,739,0,1500000US261635806001
1113,980,133,1500000US261635806002
1000,898,102,1500000US261635806003
644,581,63,1500000US261635807001
685,667,18,1500000US261635807002
562,555,7,1500000US261635807003
997,916,81,1500000US261635807004
880,879,1,1500000US261635807005
561,540,21,1500000US261635808001
894,859,35,1500000US261635808002
840,832,8,1500000US261635809001
1333,1253,80,1500000US261635809002
747,686,61,1500000US261635809003
848,798,50,1500000US261635809004
729,728,1,1500000US261635811001
2165,1944,221,1500000US261635811002
853,759,94,1500000US261635811003
1522,1330,192,1500000US261635812001
1825,1825,0,1500000US261635812002
1058,1035,23,1500000US261635815001
1171,1084,87,1500000US261635815002
1380,1313,67,1500000US261635816001
1105,947,158,1500000US261635816002
1637,1369,268,1500000US261635816003
1856,1794,62,1500000US261635816004
543,478,65,1500000US261635818001
1293,1236,57,1500000US261635818002
894,864,30,1500000US261635818003
539,515,24,1500000US261635819001
623,463,160,1500000US261635819002
704,538,166,1500000US261635819003
652,625,27,1500000US261635819004
1442,1442,0,1500000US261635819005
728,686,42,1500000US261635820001
779,764,15,1500000US261635820002
1728,1434,294,1500000US261635820003
786,639,147,1500000US261635821001
764,712,52,1500000US261635821002
567,547,20,1500000US261635821003
804,707,97,1500000US261635821004
1018,943,75,1500000US261635821005
449,370,79,1500000US261635830001
787,700,87,1500000US261635830002
1390,1378,12,1500000US261635830003
768,750,18,1500000US261635831001
675,666,9,1500000US261635831002
406,375,31,1500000US261635831003
986,811,175,1500000US261635831004
680,680,0,1500000US261635831005
653,623,30,1500000US261635832001
796,796,0,1500000US261635832002
796,755,41,1500000US261635832003
1314,1093,221,1500000US261635833001
1348,1284,64,1500000US261635833002
838,644,194,1500000US261635834001
856,856,0,1500000US261635834002
757,740,17,1500000US261635834003
1786,1604,182,1500000US261635834004
894,802,92,1500000US261635834005
901,800,101,1500000US261635835001
785,775,10,1500000US261635835002
938,881,57,1500000US261635835003
918,917,1,1500000US261635836001
382,376,6,1500000US261635836002
1312,1238,74,1500000US261635836003
531,500,31,1500000US261635837001
747,573,174,1500000US261635837002
951,944,7,1500000US261635837003
1383,1305,78,1500000US261635837004
1167,1095,72,1500000US261635838001
1165,1120,45,1500000US261635838002
2544,2387,157,1500000US261635838003
1465,1423,42,1500000US261635839001
890,873,17,1500000US261635839002
1599,1575,24,1500000US261635839003
2648,2541,107,1500000US261635840001
770,764,6,1500000US261635840002
941,936,5,1500000US261635840003
696,692,4,1500000US261635841001
901,858,43,1500000US261635841002
1738,1639,99,1500000US261635842001
1982,1912,70,1500000US261635842002
922,880,42,1500000US261635843001
949,915,34,1500000US261635843002
1038,1029,9,1500000US261635844001
2073,1961,112,1500000US261635844002
1589,1524,65,1500000US261635845001
1073,1043,30,1500000US261635845002
1107,837,270,1500000US261635846001
809,779,30,1500000US261635846002
1199,1162,37,1500000US261635847001
989,915,74,1500000US261635847002
1211,1211,0,1500000US261635848001
1801,1801,0,1500000US261635848002
1655,1641,14,1500000US261635848003
1431,1295,136,1500000US261635848004
1219,1124,95,1500000US261635855001
511,507,4,1500000US261635855002
2573,2494,79,1500000US261635856001
1091,1091,0,1500000US261635856002
875,776,99,1500000US261635857001
839,820,19,1500000US261635857002
2902,2877,25,1500000US261635858001
1356,1345,11,1500000US261635858002
439,411,28,1500000US261635859001
409,409,0,1500000US261635859002
1211,1206,5,1500000US261635859003
861,848,13,1500000US261635859004
1126,1116,10,1500000US261635862001
3379,3241,138,1500000US261635862002
1330,1330,0,1500000US261635862003
1288,1288,0,1500000US261635862004
1201,1183,18,1500000US261635863001
897,878,19,1500000US261635863002
1366,1323,43,1500000US261635870001
927,901,26,1500000US261635870002
1596,1589,7,1500000US261635870003
2441,2441,0,1500000US261635879001
1845,1764,81,1500000US261635879002
1880,1880,0,1500000US261635879003
1098,1098,0,1500000US261635880001
2779,2613,166,1500000US261635880002
2045,1944,101,1500000US261635880003
1252,1204,48,1500000US261635881001
1113,994,119,1500000US261635881002
1951,1890,61,1500000US261635882001
1411,1353,58,1500000US261635882002
736,736,0,1500000US261635883001
1697,1528,169,1500000US261635883002
2717,2680,37,1500000US261635883003
3590,3448,142,1500000US261635884001
951,907,44,1500000US261635884002
829,755,74,1500000US261635884003
1590,1562,28,1500000US261635893001
919,896,23,1500000US261635893002
924,924,0,1500000US261635893003
535,535,0,1500000US261635893004
1010,997,13,1500000US261635894001
487,487,0,1500000US261635894002
1664,1664,0,1500000US261635894003
1439,1425,14,1500000US261635894004
786,769,17,1500000US261635894005
2584,2470,114,1500000US261635904001
1658,1570,88,1500000US261635904002
2998,2845,153,1500000US261635904003
1639,1633,6,1500000US261635905001
1719,1642,77,1500000US261635905002
1780,1780,0,1500000US261635905003
1188,1188,0,1500000US261635905004
1442,1413,29,1500000US261635906001
959,897,62,1500000US261635906002
2191,2190,1,1500000US261635915011
1168,1051,117,1500000US261635915012
3292,3242,50,1500000US261635915021
830,830,0,1500000US261635916001
1440,1274,166,1500000US261635916002
1750,1736,14,1500000US261635917001
868,602,266,1500000US261635917002
4091,3946,145,1500000US261635917003
1562,1516,46,1500000US261635918001
2454,1917,537,1500000US261635918002
1806,1770,36,1500000US261635918003
1799,1492,307,1500000US261635919001
1678,1678,0,1500000US261635919002
1146,1140,6,1500000US261635919003
1021,988,33,1500000US261635919004
1077,1077,0,1500000US261635920001
3415,3229,186,1500000US261635920002
1917,1713,204,1500000US261635930001
2164,2043,121,1500000US261635930002
1408,1320,88,1500000US261635930003
2466,2372,94,1500000US261635932001
1214,1134,80,1500000US261635932002
1538,1395,143,1500000US261635933001
1811,1674,137,1500000US261635933002
725,693,32,1500000US261635940001
880,840,40,1500000US261635940002
905,863,42,1500000US261635940003
